device_id,manufacturer,model,device_type,network_capability
1279,Samsung,Model_1279,Smartphone,4G
1280,Samsung,Model_1280,Smartphone,5G
1281,Samsung,Model_1281,Smartphone,4G
1282,Apple,Model_1282,Smartphone,5G
1283,OnePlus,Model_1283,Smartphone,5G
1284,Samsung,Model_1284,Smartphone,4G
1285,Apple,Model_1285,Smartphone,5G
1286,OnePlus,Model_1286,Smartphone,5G
1287,Apple,Model_1287,Smartphone,5G
1288,Samsung,Model_1288,Smartphone,5G
1289,OnePlus,Model_1289,Smartphone,4G
1290,Samsung,Model_1290,Smartphone,4G
1291,OnePlus,Model_1291,Smartphone,4G
1292,Xiaomi,Model_1292,Smartphone,4G
1293,OnePlus,Model_1293,Smartphone,5G
1294,OnePlus,Model_1294,Smartphone,5G
1295,Xiaomi,Model_1295,Smartphone,5G
1296,Samsung,Model_1296,Smartphone,5G
1297,OnePlus,Model_1297,Smartphone,4G
1298,Xiaomi,Model_1298,Smartphone,5G
1299,Apple,Model_1299,Smartphone,4G
1300,Xiaomi,Model_1300,Smartphone,5G
1301,Apple,Model_1301,Smartphone,5G
1302,Samsung,Model_1302,Smartphone,4G
1303,Xiaomi,Model_1303,Smartphone,5G
1304,Apple,Model_1304,Smartphone,5G
1305,Xiaomi,Model_1305,Smartphone,5G
1306,Apple,Model_1306,Smartphone,4G
1307,Xiaomi,Model_1307,Smartphone,4G
1308,Xiaomi,Model_1308,Smartphone,5G
1309,Samsung,Model_1309,Smartphone,5G
1310,Samsung,Model_1310,Smartphone,4G
1311,Apple,Model_1311,Smartphone,5G
1312,OnePlus,Model_1312,Smartphone,5G
1313,OnePlus,Model_1313,Smartphone,4G
1314,Apple,Model_1314,Smartphone,4G
1315,Xiaomi,Model_1315,Smartphone,4G
1316,Apple,Model_1316,Smartphone,5G
1317,Samsung,Model_1317,Smartphone,5G
1318,OnePlus,Model_1318,Smartphone,5G
1319,Apple,Model_1319,Smartphone,4G
1320,Apple,Model_1320,Smartphone,5G
1321,Apple,Model_1321,Smartphone,5G
1322,Apple,Model_1322,Smartphone,4G
1323,Apple,Model_1323,Smartphone,4G
1324,Xiaomi,Model_1324,Smartphone,5G
1325,Apple,Model_1325,Smartphone,5G
1326,Xiaomi,Model_1326,Smartphone,4G
1327,Apple,Model_1327,Smartphone,4G
1328,OnePlus,Model_1328,Smartphone,4G
1329,Apple,Model_1329,Smartphone,4G
1330,Samsung,Model_1330,Smartphone,5G
1331,Xiaomi,Model_1331,Smartphone,4G
1332,Apple,Model_1332,Smartphone,4G
1333,Xiaomi,Model_1333,Smartphone,5G
1334,Samsung,Model_1334,Smartphone,4G
1335,Apple,Model_1335,Smartphone,5G
1336,Apple,Model_1336,Smartphone,4G
1337,Xiaomi,Model_1337,Smartphone,5G
1338,Apple,Model_1338,Smartphone,5G
1339,OnePlus,Model_1339,Smartphone,5G
1340,Xiaomi,Model_1340,Smartphone,4G
1341,Samsung,Model_1341,Smartphone,4G
1342,Xiaomi,Model_1342,Smartphone,5G
1343,Samsung,Model_1343,Smartphone,4G
1344,OnePlus,Model_1344,Smartphone,4G
1345,OnePlus,Model_1345,Smartphone,4G
1346,OnePlus,Model_1346,Smartphone,4G
1347,Xiaomi,Model_1347,Smartphone,4G
1348,Samsung,Model_1348,Smartphone,4G
1349,Samsung,Model_1349,Smartphone,4G
1350,OnePlus,Model_1350,Smartphone,4G
1351,Apple,Model_1351,Smartphone,5G
1352,OnePlus,Model_1352,Smartphone,4G
1353,Apple,Model_1353,Smartphone,4G
1354,Samsung,Model_1354,Smartphone,5G
1355,Xiaomi,Model_1355,Smartphone,5G
1356,OnePlus,Model_1356,Smartphone,4G
1357,Apple,Model_1357,Smartphone,4G
1358,OnePlus,Model_1358,Smartphone,4G
1359,Xiaomi,Model_1359,Smartphone,4G
1360,Samsung,Model_1360,Smartphone,5G
1361,Apple,Model_1361,Smartphone,4G
1362,Xiaomi,Model_1362,Smartphone,5G
1363,OnePlus,Model_1363,Smartphone,4G
1364,Samsung,Model_1364,Smartphone,5G
1365,Xiaomi,Model_1365,Smartphone,5G
1366,Samsung,Model_1366,Smartphone,4G
1367,Xiaomi,Model_1367,Smartphone,5G
1368,Apple,Model_1368,Smartphone,4G
1369,Xiaomi,Model_1369,Smartphone,4G
1370,Xiaomi,Model_1370,Smartphone,4G
1371,Samsung,Model_1371,Smartphone,5G
1372,Xiaomi,Model_1372,Smartphone,5G
1373,Apple,Model_1373,Smartphone,5G
1374,Apple,Model_1374,Smartphone,4G
1375,OnePlus,Model_1375,Smartphone,5G
1376,OnePlus,Model_1376,Smartphone,5G
1377,OnePlus,Model_1377,Smartphone,4G
1378,OnePlus,Model_1378,Smartphone,5G
1379,Xiaomi,Model_1379,Smartphone,5G
1380,Apple,Model_1380,Smartphone,4G
1381,Samsung,Model_1381,Smartphone,5G
1382,OnePlus,Model_1382,Smartphone,4G
1383,OnePlus,Model_1383,Smartphone,5G
1384,Samsung,Model_1384,Smartphone,5G
1385,Xiaomi,Model_1385,Smartphone,4G
1386,Samsung,Model_1386,Smartphone,4G
1387,Xiaomi,Model_1387,Smartphone,4G
1388,OnePlus,Model_1388,Smartphone,5G
1389,Samsung,Model_1389,Smartphone,4G
1390,Apple,Model_1390,Smartphone,4G
1391,OnePlus,Model_1391,Smartphone,4G
1392,Apple,Model_1392,Smartphone,4G
1393,OnePlus,Model_1393,Smartphone,4G
1394,Samsung,Model_1394,Smartphone,4G
1395,OnePlus,Model_1395,Smartphone,5G
1396,Apple,Model_1396,Smartphone,5G
1397,Samsung,Model_1397,Smartphone,5G
1398,Apple,Model_1398,Smartphone,4G
1399,Xiaomi,Model_1399,Smartphone,4G
1400,Apple,Model_1400,Smartphone,5G
1401,Apple,Model_1401,Smartphone,4G
1402,OnePlus,Model_1402,Smartphone,4G
1403,OnePlus,Model_1403,Smartphone,4G
1404,Apple,Model_1404,Smartphone,5G
1405,OnePlus,Model_1405,Smartphone,4G
1406,Apple,Model_1406,Smartphone,5G
1407,Apple,Model_1407,Smartphone,5G
1408,Apple,Model_1408,Smartphone,4G
1409,Samsung,Model_1409,Smartphone,5G
1410,Apple,Model_1410,Smartphone,5G
1411,Xiaomi,Model_1411,Smartphone,4G
1412,OnePlus,Model_1412,Smartphone,4G
1413,OnePlus,Model_1413,Smartphone,4G
1414,Apple,Model_1414,Smartphone,4G
1415,Samsung,Model_1415,Smartphone,5G
1416,OnePlus,Model_1416,Smartphone,4G
1417,Xiaomi,Model_1417,Smartphone,5G
1418,Samsung,Model_1418,Smartphone,4G
1419,OnePlus,Model_1419,Smartphone,5G
1420,Xiaomi,Model_1420,Smartphone,5G
1421,OnePlus,Model_1421,Smartphone,4G
1422,Apple,Model_1422,Smartphone,5G
1423,OnePlus,Model_1423,Smartphone,4G
1424,Samsung,Model_1424,Smartphone,4G
1425,Samsung,Model_1425,Smartphone,4G
1426,Samsung,Model_1426,Smartphone,5G
1427,Xiaomi,Model_1427,Smartphone,4G
1428,Xiaomi,Model_1428,Smartphone,4G
1429,Samsung,Model_1429,Smartphone,5G
1430,OnePlus,Model_1430,Smartphone,4G
1431,Samsung,Model_1431,Smartphone,5G
1432,Xiaomi,Model_1432,Smartphone,4G
1433,Apple,Model_1433,Smartphone,5G
1434,Apple,Model_1434,Smartphone,4G
1435,Apple,Model_1435,Smartphone,5G
1436,Apple,Model_1436,Smartphone,4G
1437,Xiaomi,Model_1437,Smartphone,5G
1438,OnePlus,Model_1438,Smartphone,5G
1439,Apple,Model_1439,Smartphone,4G
1440,OnePlus,Model_1440,Smartphone,4G
1441,OnePlus,Model_1441,Smartphone,5G
1442,OnePlus,Model_1442,Smartphone,5G
1443,Samsung,Model_1443,Smartphone,4G
1444,Samsung,Model_1444,Smartphone,4G
1445,Apple,Model_1445,Smartphone,5G
1446,Xiaomi,Model_1446,Smartphone,5G
1447,OnePlus,Model_1447,Smartphone,5G
1448,Xiaomi,Model_1448,Smartphone,4G
1449,OnePlus,Model_1449,Smartphone,4G
1450,Samsung,Model_1450,Smartphone,5G
1451,OnePlus,Model_1451,Smartphone,4G
1452,Xiaomi,Model_1452,Smartphone,5G
1453,OnePlus,Model_1453,Smartphone,4G
1454,Apple,Model_1454,Smartphone,4G
1455,OnePlus,Model_1455,Smartphone,5G
1456,Apple,Model_1456,Smartphone,5G
1457,Apple,Model_1457,Smartphone,5G
1458,Apple,Model_1458,Smartphone,5G
1459,Samsung,Model_1459,Smartphone,4G
1460,OnePlus,Model_1460,Smartphone,5G
1461,Apple,Model_1461,Smartphone,5G
1462,OnePlus,Model_1462,Smartphone,4G
1463,Apple,Model_1463,Smartphone,5G
1464,Xiaomi,Model_1464,Smartphone,4G
1465,Apple,Model_1465,Smartphone,4G
1466,Samsung,Model_1466,Smartphone,4G
1467,OnePlus,Model_1467,Smartphone,5G
1468,Xiaomi,Model_1468,Smartphone,4G
1469,Xiaomi,Model_1469,Smartphone,4G
1470,OnePlus,Model_1470,Smartphone,4G
1471,Apple,Model_1471,Smartphone,5G
1472,Apple,Model_1472,Smartphone,5G
1473,Xiaomi,Model_1473,Smartphone,4G
1474,OnePlus,Model_1474,Smartphone,5G
1475,Apple,Model_1475,Smartphone,4G
1476,Xiaomi,Model_1476,Smartphone,5G
1477,Samsung,Model_1477,Smartphone,4G
1478,OnePlus,Model_1478,Smartphone,4G
1479,Samsung,Model_1479,Smartphone,5G
1480,OnePlus,Model_1480,Smartphone,4G
1481,Apple,Model_1481,Smartphone,4G
1482,Samsung,Model_1482,Smartphone,4G
1483,Samsung,Model_1483,Smartphone,5G
1484,OnePlus,Model_1484,Smartphone,4G
1485,Samsung,Model_1485,Smartphone,4G
1486,Apple,Model_1486,Smartphone,4G
1487,Xiaomi,Model_1487,Smartphone,4G
1488,Xiaomi,Model_1488,Smartphone,5G
1489,Xiaomi,Model_1489,Smartphone,5G
1490,OnePlus,Model_1490,Smartphone,4G
1491,Samsung,Model_1491,Smartphone,5G
1492,OnePlus,Model_1492,Smartphone,5G
1493,Xiaomi,Model_1493,Smartphone,5G
1494,Samsung,Model_1494,Smartphone,5G
1495,OnePlus,Model_1495,Smartphone,5G
1496,OnePlus,Model_1496,Smartphone,4G
1497,Xiaomi,Model_1497,Smartphone,4G
1498,Samsung,Model_1498,Smartphone,4G
1499,Xiaomi,Model_1499,Smartphone,5G
1500,Xiaomi,Model_1500,Smartphone,4G
1501,Xiaomi,Model_1501,Smartphone,5G
1502,Apple,Model_1502,Smartphone,5G
1503,Apple,Model_1503,Smartphone,4G
1504,Apple,Model_1504,Smartphone,5G
1505,Samsung,Model_1505,Smartphone,4G
1506,Samsung,Model_1506,Smartphone,4G
1507,Samsung,Model_1507,Smartphone,4G
1508,Apple,Model_1508,Smartphone,5G
1509,Samsung,Model_1509,Smartphone,5G
1510,Xiaomi,Model_1510,Smartphone,5G
1511,Samsung,Model_1511,Smartphone,4G
1512,Samsung,Model_1512,Smartphone,5G
1513,Xiaomi,Model_1513,Smartphone,5G
1514,OnePlus,Model_1514,Smartphone,5G
1515,Samsung,Model_1515,Smartphone,5G
1516,Samsung,Model_1516,Smartphone,4G
1517,OnePlus,Model_1517,Smartphone,5G
1518,OnePlus,Model_1518,Smartphone,4G
1519,Apple,Model_1519,Smartphone,5G
1520,Apple,Model_1520,Smartphone,4G
1521,Samsung,Model_1521,Smartphone,4G
1522,Apple,Model_1522,Smartphone,5G
1523,OnePlus,Model_1523,Smartphone,5G
1524,Samsung,Model_1524,Smartphone,5G
1525,Samsung,Model_1525,Smartphone,4G
1526,Xiaomi,Model_1526,Smartphone,5G
1527,OnePlus,Model_1527,Smartphone,5G
1528,Xiaomi,Model_1528,Smartphone,5G
1529,Samsung,Model_1529,Smartphone,5G
1530,Apple,Model_1530,Smartphone,5G
1531,OnePlus,Model_1531,Smartphone,4G
1532,Samsung,Model_1532,Smartphone,4G
1533,Xiaomi,Model_1533,Smartphone,4G
1534,Apple,Model_1534,Smartphone,4G
1535,Xiaomi,Model_1535,Smartphone,5G
1536,Samsung,Model_1536,Smartphone,4G
1537,OnePlus,Model_1537,Smartphone,5G
1538,OnePlus,Model_1538,Smartphone,5G
1539,OnePlus,Model_1539,Smartphone,5G
1540,Xiaomi,Model_1540,Smartphone,4G
1541,Xiaomi,Model_1541,Smartphone,5G
1542,Apple,Model_1542,Smartphone,4G
1543,OnePlus,Model_1543,Smartphone,4G
1544,Xiaomi,Model_1544,Smartphone,5G
1545,OnePlus,Model_1545,Smartphone,5G
1546,Apple,Model_1546,Smartphone,4G
1547,Apple,Model_1547,Smartphone,5G
1548,Xiaomi,Model_1548,Smartphone,4G
1549,Xiaomi,Model_1549,Smartphone,4G
1550,Apple,Model_1550,Smartphone,4G
1551,OnePlus,Model_1551,Smartphone,4G
1552,Samsung,Model_1552,Smartphone,4G
1553,Samsung,Model_1553,Smartphone,5G
1554,Apple,Model_1554,Smartphone,5G
1555,Samsung,Model_1555,Smartphone,4G
1556,OnePlus,Model_1556,Smartphone,4G
1557,Xiaomi,Model_1557,Smartphone,4G
1558,OnePlus,Model_1558,Smartphone,5G
1559,OnePlus,Model_1559,Smartphone,5G
1560,Samsung,Model_1560,Smartphone,4G
1561,Xiaomi,Model_1561,Smartphone,5G
1562,Xiaomi,Model_1562,Smartphone,4G
1563,Xiaomi,Model_1563,Smartphone,5G
1564,Apple,Model_1564,Smartphone,5G
1565,Samsung,Model_1565,Smartphone,5G
1566,OnePlus,Model_1566,Smartphone,5G
1567,Apple,Model_1567,Smartphone,4G
1568,Xiaomi,Model_1568,Smartphone,5G
1569,Samsung,Model_1569,Smartphone,4G
1570,OnePlus,Model_1570,Smartphone,5G
1571,OnePlus,Model_1571,Smartphone,4G
1572,Samsung,Model_1572,Smartphone,5G
1573,Xiaomi,Model_1573,Smartphone,5G
1574,Apple,Model_1574,Smartphone,5G
1575,Samsung,Model_1575,Smartphone,5G
1576,Xiaomi,Model_1576,Smartphone,4G
1577,Samsung,Model_1577,Smartphone,5G
1578,Apple,Model_1578,Smartphone,4G
1579,OnePlus,Model_1579,Smartphone,5G
1580,OnePlus,Model_1580,Smartphone,4G
1581,OnePlus,Model_1581,Smartphone,5G
1582,Xiaomi,Model_1582,Smartphone,4G
1583,Samsung,Model_1583,Smartphone,5G
1584,Samsung,Model_1584,Smartphone,4G
1585,Apple,Model_1585,Smartphone,5G
1586,Apple,Model_1586,Smartphone,5G
1587,Apple,Model_1587,Smartphone,5G
1588,Apple,Model_1588,Smartphone,5G
1589,Samsung,Model_1589,Smartphone,5G
1590,Xiaomi,Model_1590,Smartphone,4G
1591,Samsung,Model_1591,Smartphone,5G
1592,OnePlus,Model_1592,Smartphone,4G
1593,OnePlus,Model_1593,Smartphone,5G
1594,Apple,Model_1594,Smartphone,5G
1595,Samsung,Model_1595,Smartphone,5G
1596,Xiaomi,Model_1596,Smartphone,5G
1597,OnePlus,Model_1597,Smartphone,5G
1598,Samsung,Model_1598,Smartphone,5G
1599,Samsung,Model_1599,Smartphone,4G
1600,Apple,Model_1600,Smartphone,5G
1601,OnePlus,Model_1601,Smartphone,5G
1602,Xiaomi,Model_1602,Smartphone,5G
1603,Samsung,Model_1603,Smartphone,5G
1604,Samsung,Model_1604,Smartphone,4G
1605,OnePlus,Model_1605,Smartphone,5G
1606,Samsung,Model_1606,Smartphone,5G
1607,Apple,Model_1607,Smartphone,5G
1608,Samsung,Model_1608,Smartphone,5G
1609,Samsung,Model_1609,Smartphone,5G
1610,Apple,Model_1610,Smartphone,4G
1611,Samsung,Model_1611,Smartphone,4G
1612,OnePlus,Model_1612,Smartphone,4G
1613,Samsung,Model_1613,Smartphone,5G
1614,Samsung,Model_1614,Smartphone,4G
1615,Apple,Model_1615,Smartphone,4G
1616,Apple,Model_1616,Smartphone,4G
1617,Xiaomi,Model_1617,Smartphone,5G
1618,Samsung,Model_1618,Smartphone,5G
1619,Apple,Model_1619,Smartphone,4G
1620,Samsung,Model_1620,Smartphone,5G
1621,Apple,Model_1621,Smartphone,4G
1622,Samsung,Model_1622,Smartphone,4G
1623,OnePlus,Model_1623,Smartphone,5G
1624,Samsung,Model_1624,Smartphone,4G
1625,Samsung,Model_1625,Smartphone,4G
1626,OnePlus,Model_1626,Smartphone,5G
1627,Samsung,Model_1627,Smartphone,4G
1628,OnePlus,Model_1628,Smartphone,4G
1629,Apple,Model_1629,Smartphone,4G
1630,Apple,Model_1630,Smartphone,4G
1631,Samsung,Model_1631,Smartphone,4G
1632,OnePlus,Model_1632,Smartphone,4G
1633,Samsung,Model_1633,Smartphone,5G
1634,Apple,Model_1634,Smartphone,4G
1635,Samsung,Model_1635,Smartphone,5G
1636,OnePlus,Model_1636,Smartphone,4G
1637,Apple,Model_1637,Smartphone,4G
1638,Apple,Model_1638,Smartphone,4G
1639,Xiaomi,Model_1639,Smartphone,4G
1640,Xiaomi,Model_1640,Smartphone,4G
1641,Apple,Model_1641,Smartphone,5G
1642,Apple,Model_1642,Smartphone,4G
1643,OnePlus,Model_1643,Smartphone,5G
1644,Apple,Model_1644,Smartphone,4G
1645,Xiaomi,Model_1645,Smartphone,5G
1646,Samsung,Model_1646,Smartphone,4G
1647,Samsung,Model_1647,Smartphone,4G
1648,OnePlus,Model_1648,Smartphone,4G
1649,OnePlus,Model_1649,Smartphone,5G
1650,OnePlus,Model_1650,Smartphone,4G
1651,Samsung,Model_1651,Smartphone,4G
1652,Apple,Model_1652,Smartphone,4G
1653,Samsung,Model_1653,Smartphone,5G
1654,OnePlus,Model_1654,Smartphone,5G
1655,Xiaomi,Model_1655,Smartphone,5G
1656,Xiaomi,Model_1656,Smartphone,4G
1657,Xiaomi,Model_1657,Smartphone,5G
1658,Apple,Model_1658,Smartphone,5G
1659,Apple,Model_1659,Smartphone,4G
1660,Samsung,Model_1660,Smartphone,4G
1661,Xiaomi,Model_1661,Smartphone,4G
1662,Apple,Model_1662,Smartphone,4G
1663,Xiaomi,Model_1663,Smartphone,5G
1664,Apple,Model_1664,Smartphone,4G
1665,OnePlus,Model_1665,Smartphone,5G
1666,Samsung,Model_1666,Smartphone,4G
1667,Apple,Model_1667,Smartphone,5G
1668,OnePlus,Model_1668,Smartphone,4G
1669,OnePlus,Model_1669,Smartphone,4G
1670,Xiaomi,Model_1670,Smartphone,4G
1671,Apple,Model_1671,Smartphone,4G
1672,Apple,Model_1672,Smartphone,4G
1673,Samsung,Model_1673,Smartphone,5G
1674,OnePlus,Model_1674,Smartphone,5G
1675,Samsung,Model_1675,Smartphone,4G
1676,Samsung,Model_1676,Smartphone,4G
1677,Xiaomi,Model_1677,Smartphone,5G
1678,Samsung,Model_1678,Smartphone,5G
1679,Apple,Model_1679,Smartphone,4G
1680,OnePlus,Model_1680,Smartphone,4G
1681,Samsung,Model_1681,Smartphone,5G
1682,OnePlus,Model_1682,Smartphone,5G
1683,OnePlus,Model_1683,Smartphone,4G
1684,Apple,Model_1684,Smartphone,4G
1685,Apple,Model_1685,Smartphone,5G
1686,Xiaomi,Model_1686,Smartphone,5G
1687,Xiaomi,Model_1687,Smartphone,4G
1688,Apple,Model_1688,Smartphone,5G
1689,Xiaomi,Model_1689,Smartphone,5G
1690,Xiaomi,Model_1690,Smartphone,5G
1691,OnePlus,Model_1691,Smartphone,5G
1692,Xiaomi,Model_1692,Smartphone,5G
1693,Samsung,Model_1693,Smartphone,5G
1694,OnePlus,Model_1694,Smartphone,4G
1695,Xiaomi,Model_1695,Smartphone,5G
1696,OnePlus,Model_1696,Smartphone,4G
1697,Samsung,Model_1697,Smartphone,4G
1698,Xiaomi,Model_1698,Smartphone,5G
1699,Samsung,Model_1699,Smartphone,5G
1700,Xiaomi,Model_1700,Smartphone,4G
1701,Apple,Model_1701,Smartphone,4G
1702,Apple,Model_1702,Smartphone,5G
1703,Xiaomi,Model_1703,Smartphone,4G
1704,OnePlus,Model_1704,Smartphone,4G
1705,OnePlus,Model_1705,Smartphone,5G
1706,Apple,Model_1706,Smartphone,4G
1707,Samsung,Model_1707,Smartphone,4G
1708,Xiaomi,Model_1708,Smartphone,4G
1709,Apple,Model_1709,Smartphone,4G
1710,Xiaomi,Model_1710,Smartphone,4G
1711,Apple,Model_1711,Smartphone,4G
1712,Xiaomi,Model_1712,Smartphone,5G
1713,Apple,Model_1713,Smartphone,5G
1714,OnePlus,Model_1714,Smartphone,4G
1715,Apple,Model_1715,Smartphone,4G
1716,Apple,Model_1716,Smartphone,5G
1717,Samsung,Model_1717,Smartphone,4G
1718,Xiaomi,Model_1718,Smartphone,5G
1719,Samsung,Model_1719,Smartphone,5G
1720,Xiaomi,Model_1720,Smartphone,4G
1721,Xiaomi,Model_1721,Smartphone,5G
1722,Samsung,Model_1722,Smartphone,5G
1723,Apple,Model_1723,Smartphone,5G
1724,Samsung,Model_1724,Smartphone,4G
1725,Samsung,Model_1725,Smartphone,5G
1726,Xiaomi,Model_1726,Smartphone,5G
1727,Apple,Model_1727,Smartphone,5G
1728,Xiaomi,Model_1728,Smartphone,5G
1729,OnePlus,Model_1729,Smartphone,4G
1730,Xiaomi,Model_1730,Smartphone,5G
1731,Xiaomi,Model_1731,Smartphone,5G
1732,Samsung,Model_1732,Smartphone,4G
1733,OnePlus,Model_1733,Smartphone,5G
1734,Xiaomi,Model_1734,Smartphone,5G
1735,Samsung,Model_1735,Smartphone,4G
1736,Xiaomi,Model_1736,Smartphone,4G
1737,OnePlus,Model_1737,Smartphone,4G
1738,Apple,Model_1738,Smartphone,4G
1739,Samsung,Model_1739,Smartphone,4G
1740,Apple,Model_1740,Smartphone,4G
1741,Apple,Model_1741,Smartphone,4G
1742,OnePlus,Model_1742,Smartphone,4G
1743,OnePlus,Model_1743,Smartphone,5G
1744,Apple,Model_1744,Smartphone,4G
1745,Apple,Model_1745,Smartphone,5G
1746,Samsung,Model_1746,Smartphone,5G
1747,Samsung,Model_1747,Smartphone,4G
1748,Apple,Model_1748,Smartphone,4G
1749,Apple,Model_1749,Smartphone,5G
1750,Apple,Model_1750,Smartphone,4G
1751,OnePlus,Model_1751,Smartphone,5G
1752,OnePlus,Model_1752,Smartphone,4G
1753,Xiaomi,Model_1753,Smartphone,5G
1754,OnePlus,Model_1754,Smartphone,5G
1755,Apple,Model_1755,Smartphone,5G
1756,OnePlus,Model_1756,Smartphone,4G
1757,Samsung,Model_1757,Smartphone,4G
1758,Xiaomi,Model_1758,Smartphone,4G
1759,OnePlus,Model_1759,Smartphone,5G
1760,Apple,Model_1760,Smartphone,4G
1761,OnePlus,Model_1761,Smartphone,4G
1762,Samsung,Model_1762,Smartphone,4G
1763,OnePlus,Model_1763,Smartphone,5G
1764,OnePlus,Model_1764,Smartphone,5G
1765,Samsung,Model_1765,Smartphone,4G
1766,Xiaomi,Model_1766,Smartphone,4G
1767,Apple,Model_1767,Smartphone,5G
1768,Apple,Model_1768,Smartphone,4G
1769,Apple,Model_1769,Smartphone,4G
1770,Xiaomi,Model_1770,Smartphone,4G
1771,Samsung,Model_1771,Smartphone,5G
1772,Xiaomi,Model_1772,Smartphone,4G
1773,OnePlus,Model_1773,Smartphone,4G
1774,Samsung,Model_1774,Smartphone,5G
1775,OnePlus,Model_1775,Smartphone,4G
1776,Xiaomi,Model_1776,Smartphone,5G
1777,Xiaomi,Model_1777,Smartphone,5G
1778,Apple,Model_1778,Smartphone,4G
1779,Xiaomi,Model_1779,Smartphone,4G
1780,Xiaomi,Model_1780,Smartphone,4G
1781,Samsung,Model_1781,Smartphone,4G
1782,Xiaomi,Model_1782,Smartphone,4G
1783,Xiaomi,Model_1783,Smartphone,5G
1784,Samsung,Model_1784,Smartphone,5G
1785,Xiaomi,Model_1785,Smartphone,5G
1786,Xiaomi,Model_1786,Smartphone,4G
1787,OnePlus,Model_1787,Smartphone,5G
1788,Apple,Model_1788,Smartphone,5G
1789,Samsung,Model_1789,Smartphone,5G
1790,Samsung,Model_1790,Smartphone,5G
1791,Xiaomi,Model_1791,Smartphone,5G
1792,OnePlus,Model_1792,Smartphone,4G
1793,Samsung,Model_1793,Smartphone,4G
1794,Samsung,Model_1794,Smartphone,4G
1795,Apple,Model_1795,Smartphone,4G
1796,Samsung,Model_1796,Smartphone,5G
1797,Xiaomi,Model_1797,Smartphone,4G
1798,Xiaomi,Model_1798,Smartphone,5G
1799,OnePlus,Model_1799,Smartphone,4G
1800,Samsung,Model_1800,Smartphone,5G
1801,Samsung,Model_1801,Smartphone,4G
1802,Apple,Model_1802,Smartphone,4G
1803,OnePlus,Model_1803,Smartphone,5G
1804,Apple,Model_1804,Smartphone,5G
1805,OnePlus,Model_1805,Smartphone,4G
1806,Xiaomi,Model_1806,Smartphone,4G
1807,Samsung,Model_1807,Smartphone,5G
1808,Apple,Model_1808,Smartphone,5G
1809,Xiaomi,Model_1809,Smartphone,5G
1810,Samsung,Model_1810,Smartphone,4G
1811,Xiaomi,Model_1811,Smartphone,5G
1812,Samsung,Model_1812,Smartphone,5G
1813,Apple,Model_1813,Smartphone,4G
1814,OnePlus,Model_1814,Smartphone,4G
1815,OnePlus,Model_1815,Smartphone,4G
1816,Xiaomi,Model_1816,Smartphone,4G
1817,Samsung,Model_1817,Smartphone,4G
1818,OnePlus,Model_1818,Smartphone,5G
1819,Samsung,Model_1819,Smartphone,5G
1820,Apple,Model_1820,Smartphone,5G
1821,Xiaomi,Model_1821,Smartphone,5G
1822,Samsung,Model_1822,Smartphone,4G
1823,OnePlus,Model_1823,Smartphone,4G
1824,Xiaomi,Model_1824,Smartphone,5G
1825,OnePlus,Model_1825,Smartphone,5G
1826,Samsung,Model_1826,Smartphone,5G
1827,OnePlus,Model_1827,Smartphone,5G
1828,OnePlus,Model_1828,Smartphone,5G
1829,Samsung,Model_1829,Smartphone,4G
1830,Xiaomi,Model_1830,Smartphone,4G
1831,Samsung,Model_1831,Smartphone,4G
1832,Apple,Model_1832,Smartphone,4G
1833,Samsung,Model_1833,Smartphone,5G
1834,Samsung,Model_1834,Smartphone,5G
1835,OnePlus,Model_1835,Smartphone,4G
1836,Xiaomi,Model_1836,Smartphone,4G
1837,Xiaomi,Model_1837,Smartphone,4G
1838,Xiaomi,Model_1838,Smartphone,4G
1839,Samsung,Model_1839,Smartphone,4G
1840,OnePlus,Model_1840,Smartphone,4G
1841,Xiaomi,Model_1841,Smartphone,5G
1842,Apple,Model_1842,Smartphone,4G
1843,Samsung,Model_1843,Smartphone,5G
1844,OnePlus,Model_1844,Smartphone,4G
1845,Samsung,Model_1845,Smartphone,4G
1846,Apple,Model_1846,Smartphone,5G
1847,Xiaomi,Model_1847,Smartphone,5G
1848,Samsung,Model_1848,Smartphone,5G
1849,Apple,Model_1849,Smartphone,4G
1850,Apple,Model_1850,Smartphone,4G
1851,Apple,Model_1851,Smartphone,4G
1852,Samsung,Model_1852,Smartphone,4G
1853,Samsung,Model_1853,Smartphone,4G
1854,Apple,Model_1854,Smartphone,4G
1855,Xiaomi,Model_1855,Smartphone,4G
1856,Xiaomi,Model_1856,Smartphone,5G
1857,Samsung,Model_1857,Smartphone,5G
1858,Samsung,Model_1858,Smartphone,4G
1859,OnePlus,Model_1859,Smartphone,4G
1860,Apple,Model_1860,Smartphone,5G
1861,Apple,Model_1861,Smartphone,4G
1862,Apple,Model_1862,Smartphone,5G
1863,Xiaomi,Model_1863,Smartphone,5G
1864,OnePlus,Model_1864,Smartphone,4G
1865,Xiaomi,Model_1865,Smartphone,4G
1866,Samsung,Model_1866,Smartphone,5G
1867,OnePlus,Model_1867,Smartphone,5G
1868,Xiaomi,Model_1868,Smartphone,5G
1869,Samsung,Model_1869,Smartphone,5G
1870,Apple,Model_1870,Smartphone,4G
1871,Xiaomi,Model_1871,Smartphone,4G
1872,OnePlus,Model_1872,Smartphone,5G
1873,Xiaomi,Model_1873,Smartphone,5G
