subscription_id,customer_id,offer_id,revenue
65313,41089,4,38.05
65314,34292,4,378.64
65315,44781,1,429.84
65316,43515,4,67.12
65317,47192,3,79.38
65318,17460,2,261.07
65319,21878,5,217.23
65320,18144,5,253.29
65321,38980,2,20.96
65322,26898,4,337.89
65323,906,3,207.32
65324,48062,1,81.53
65325,22300,1,168.18
65326,11310,4,420.08
65327,37164,1,331.61
65328,14418,5,342.83
65329,18087,5,49.26
65330,23977,2,487.61
65331,40902,1,482.89
65332,42328,1,384.9
65333,42161,2,21.79
65334,25179,2,340.35
65335,48613,2,29.05
65336,6423,1,108.86
65337,2774,1,345.6
65338,16375,5,493.97
65339,45030,4,136.71
65340,44012,1,443.44
65341,41937,4,362.06
65342,36059,4,222.38
65343,47369,5,204.88
65344,22298,1,212.98
65345,42153,5,389.84
65346,8558,1,307.04
65347,26773,2,316.14
65348,33608,4,283.8
65349,21918,4,259.6
65350,5786,4,38.31
65351,17330,1,359.05
65352,25008,3,98.17
65353,14186,3,476.6
65354,26993,3,363.04
65355,46442,1,351.05
65356,19727,2,117.55
65357,26660,5,453.61
65358,24944,2,95.87
65359,10818,5,227.21
65360,27582,5,298.25
65361,22127,3,38.78
65362,8121,5,197.33
65363,16802,5,254.32
65364,45574,4,327.67
65365,40262,5,126.44
65366,26216,4,61.5
65367,21838,1,348.75
65368,22922,1,464.23
65369,14297,4,319.65
65370,15602,2,208.01
65371,25587,5,50.47
65372,47727,4,365.82
65373,23026,3,139.97
65374,19734,5,418.27
65375,26667,5,349.51
65376,16990,4,339.65
65377,13589,1,496.69
65378,6970,5,178.32
65379,44893,3,319.37
65380,11422,3,202.68
65381,31722,2,28.13
65382,22172,4,314.99
65383,18135,4,404.6
65384,36504,5,12.12
65385,2944,2,303.83
65386,49071,5,316.62
65387,47490,3,139.12
65388,1195,4,351.44
65389,16343,5,202.94
65390,37535,2,13.54
65391,19584,5,354.66
65392,37537,1,162.74
65393,46902,3,237.59
65394,10862,2,275.22
65395,5558,5,416.42
65396,13828,2,61.89
65397,33591,3,391.68
65398,26002,4,381.66
65399,24055,2,421.66
65400,2651,3,369.35
65401,17407,4,180.91
65402,8449,4,163.96
65403,24171,3,396.0
65404,8365,5,154.75
65405,26122,5,492.73
65406,5018,3,342.89
65407,29436,1,79.47
65408,34548,4,353.09
65409,3146,4,499.88
65410,30052,4,498.04
65411,24318,5,45.72
65412,45964,5,204.05
65413,29584,3,263.76
65414,7611,2,429.27
65415,43291,4,453.3
65416,19859,4,485.31
65417,24108,1,226.97
65418,2075,5,286.04
65419,33064,1,41.47
65420,44413,5,220.63
65421,30108,1,457.8
65422,13803,1,223.05
65423,43035,4,193.28
65424,30537,1,26.61
65425,8208,2,122.41
65426,34658,3,211.55
65427,566,2,42.22
65428,9452,3,39.8
65429,29470,2,282.53
65430,4194,2,115.27
65431,9544,4,416.24
65432,2009,1,210.45
65433,46353,5,223.45
65434,42088,2,402.31
65435,22628,5,159.35
65436,26703,4,450.22
65437,15091,2,253.96
65438,26747,1,289.1
65439,8455,1,23.58
65440,43380,4,43.97
65441,19670,3,310.04
65442,9326,5,337.14
65443,38008,3,209.2
65444,26848,1,455.27
65445,40909,1,138.72
65446,21811,4,108.96
65447,42289,4,332.19
65448,7857,5,57.1
65449,1271,1,380.79
65450,4071,3,467.09
65451,47405,1,197.32
65452,35905,4,434.81
65453,4508,5,467.8
65454,4894,3,102.08
65455,22558,3,310.92
65456,9737,2,47.07
65457,39243,4,315.33
65458,19711,1,303.42
65459,20829,1,226.12
65460,44998,5,113.01
65461,38178,4,186.92
65462,20530,3,154.52
65463,36635,3,106.33
65464,17167,2,467.09
65465,44289,2,57.53
65466,11239,3,459.5
65467,40889,1,185.37
65468,48248,2,467.63
65469,43231,1,478.48
65470,20848,1,292.3
65471,22362,4,286.55
65472,46823,3,382.56
65473,27462,2,343.77
65474,46291,3,42.52
65475,19603,2,42.18
65476,13661,5,471.32
65477,25176,3,463.31
65478,12643,5,43.05
65479,7294,4,333.65
65480,35421,4,24.82
65481,28085,1,202.24
65482,33077,1,59.26
65483,22096,4,437.75
65484,23466,2,29.45
65485,42325,3,33.81
65486,35729,3,480.27
65487,34772,1,428.58
65488,32212,3,453.5
65489,27598,2,406.42
65490,36096,3,480.9
65491,45997,2,161.81
65492,23479,5,407.36
65493,40661,4,38.44
65494,21356,5,67.18
65495,13941,5,239.32
65496,29284,3,470.95
65497,41836,2,192.23
65498,38747,1,376.46
65499,49056,2,477.55
65500,1516,3,479.15
65501,15221,4,147.22
65502,24263,2,176.32
65503,29923,2,344.14
65504,40894,5,160.36
65505,49663,5,25.44
65506,47700,5,119.83
65507,48826,4,157.97
65508,14187,5,262.58
65509,33552,2,460.47
65510,49894,1,344.52
65511,33735,4,145.97
65512,14220,2,482.43
65513,7306,3,118.04
65514,48278,4,345.33
65515,45821,1,15.27
65516,13787,2,334.97
65517,28258,3,472.19
65518,32300,5,133.41
65519,22921,2,169.35
65520,43861,2,106.88
65521,27507,4,357.05
65522,19669,3,310.06
65523,221,2,303.62
65524,16875,4,468.33
65525,732,1,117.07
65526,3335,4,120.83
65527,2213,1,159.31
65528,28624,2,486.63
65529,49197,5,483.57
65530,32453,3,465.49
65531,4214,2,188.47
65532,38377,2,450.47
65533,43811,2,348.13
65534,11077,3,240.24
65535,9508,4,431.29
65536,9953,2,217.66
65537,20093,5,219.91
65538,44870,2,196.35
65539,8338,5,97.34
65540,19097,1,265.15
65541,28020,5,169.2
65542,34597,3,70.67
65543,21907,2,296.33
65544,35395,1,448.86
65545,2991,3,158.45
65546,21315,5,414.81
65547,1902,3,378.54
65548,47046,2,495.15
65549,6601,4,425.9
65550,25162,1,70.07
65551,5640,1,70.54
65552,11154,4,12.07
65553,43007,3,291.97
65554,7873,4,202.14
65555,47991,2,268.96
65556,9354,3,50.99
65557,3707,4,498.77
65558,33814,5,449.97
65559,42531,4,431.6
65560,20811,1,57.92
65561,46706,5,396.11
65562,39412,4,269.22
65563,23423,3,147.63
65564,32552,1,436.73
65565,19141,2,130.61
65566,45342,2,376.27
65567,37942,3,135.94
65568,23506,4,144.8
65569,2682,5,354.47
65570,40879,4,113.39
65571,13683,5,215.94
65572,11068,5,97.61
65573,7348,1,345.14
65574,32991,2,248.75
65575,43144,3,123.52
65576,13572,4,366.2
65577,46765,3,68.19
65578,48090,3,209.61
65579,28341,2,266.25
65580,22432,2,258.6
65581,40952,5,318.31
65582,1252,2,404.98
65583,18800,4,460.83
65584,12501,5,419.5
65585,46876,4,241.01
65586,47405,4,51.74
65587,46741,2,204.03
65588,32505,1,454.63
65589,26488,1,207.97
65590,23539,2,68.39
65591,10056,3,224.5
65592,549,5,314.34
65593,49136,1,328.23
65594,33255,5,454.58
65595,49253,3,152.61
65596,17611,5,272.67
65597,21786,5,59.12
65598,34289,5,172.35
65599,39765,5,323.54
65600,8305,5,427.1
65601,33629,3,53.76
65602,30183,2,426.44
65603,5541,2,45.23
65604,49992,2,374.45
65605,6656,4,374.51
65606,17050,5,485.04
65607,2004,5,18.69
65608,32346,5,343.47
65609,15501,5,154.57
65610,41237,1,78.16
65611,45200,5,34.46
65612,17695,5,145.82
65613,37962,5,152.99
65614,45143,3,156.93
65615,34884,2,348.61
65616,16544,3,349.84
65617,9640,3,331.6
65618,2985,2,278.38
65619,48730,5,227.96
65620,2623,2,123.24
65621,5652,2,242.32
65622,7809,4,466.73
65623,20040,2,267.68
65624,36093,1,493.55
65625,44832,2,478.91
65626,13461,5,390.23
65627,33271,3,265.4
65628,45455,3,61.88
65629,38745,3,354.71
65630,27384,2,417.39
65631,9397,3,380.01
65632,36,4,328.86
65633,45271,5,75.8
65634,24933,2,181.28
65635,34931,5,244.23
65636,21972,1,428.68
65637,28675,3,91.15
65638,34419,3,160.64
65639,19911,1,337.35
65640,32400,2,113.23
65641,12495,3,150.5
65642,48052,4,364.7
65643,42199,1,371.57
65644,21877,4,332.91
65645,34199,3,320.96
65646,36419,4,351.94
65647,27423,5,166.24
65648,35325,1,235.47
65649,14321,2,73.48
65650,5544,4,140.29
65651,2582,4,285.54
65652,45213,2,494.12
65653,46054,2,378.89
65654,22882,2,489.5
65655,23108,1,371.08
65656,32510,4,383.55
65657,35322,1,191.2
65658,49298,3,33.96
65659,3619,2,384.92
65660,31009,5,315.23
65661,26658,3,306.67
65662,19624,5,300.36
65663,16443,5,261.04
65664,2296,3,92.51
65665,19618,4,87.5
65666,9048,2,41.64
65667,18258,4,330.86
65668,2016,3,259.47
65669,24068,2,197.88
65670,7094,3,361.24
65671,9580,4,373.15
65672,32103,2,180.82
65673,17697,4,124.04
65674,24714,1,215.76
65675,30192,2,134.16
65676,44216,3,92.78
65677,10142,2,276.55
65678,29864,3,307.73
65679,35821,2,457.52
65680,22141,4,223.96
65681,32101,4,306.99
65682,40561,5,253.62
65683,36014,1,87.65
65684,21511,5,334.46
65685,15659,1,62.38
65686,4954,1,496.27
65687,30156,1,343.53
65688,21272,2,358.93
65689,49993,3,351.57
65690,16616,5,135.71
65691,14004,4,406.72
65692,39927,5,227.6
65693,28624,5,448.95
65694,25497,2,90.95
65695,29220,5,208.72
65696,28260,1,405.21
65697,24064,2,40.42
65698,569,3,295.46
65699,874,1,242.14
65700,937,2,444.8
65701,33688,5,107.69
65702,29300,3,344.16
65703,24409,4,191.33
65704,49162,3,355.9
65705,44028,4,456.96
65706,24804,4,332.51
65707,43994,4,434.47
65708,47582,5,86.95
65709,10906,2,76.8
65710,32272,3,163.53
65711,16279,3,436.27
65712,48527,1,493.76
65713,42221,3,429.16
65714,2941,4,182.92
65715,9856,2,487.61
65716,17664,2,266.92
65717,8271,5,214.92
65718,10914,3,228.01
65719,30030,3,46.35
65720,26184,3,484.29
65721,9922,1,219.05
65722,18967,2,286.55
65723,38426,2,66.41
65724,37707,2,140.21
65725,23141,5,157.21
65726,20717,1,436.54
65727,16530,1,168.85
65728,16420,2,238.68
65729,41845,5,142.38
65730,26279,5,417.22
65731,32189,2,368.72
65732,4182,2,155.0
65733,39766,5,268.98
65734,36401,4,25.45
65735,43551,1,374.52
65736,23310,2,207.38
65737,39079,5,468.1
65738,40855,5,77.15
65739,43251,5,31.77
65740,22519,3,139.32
65741,40346,4,85.0
65742,43583,4,352.11
65743,49888,2,154.93
65744,10981,2,168.18
65745,11192,3,434.95
65746,45873,1,387.36
65747,32957,4,491.85
65748,49279,5,100.2
65749,40663,3,254.2
65750,28462,3,287.91
65751,21888,3,72.82
65752,17557,2,105.0
65753,21519,5,307.16
65754,22171,5,266.36
65755,32939,1,134.3
65756,46776,5,276.8
65757,27439,3,42.76
65758,5503,3,205.16
65759,37689,4,386.05
65760,24065,2,26.54
65761,7309,5,200.92
65762,38580,1,29.21
65763,17217,5,449.07
65764,14842,1,80.42
65765,14271,3,136.49
65766,45004,3,262.07
65767,41866,4,272.07
65768,6942,1,274.56
65769,16235,4,106.46
65770,11391,2,236.3
65771,17399,2,183.4
65772,41037,5,150.81
65773,37284,2,304.92
65774,4045,2,225.24
65775,10596,4,98.37
65776,39696,5,304.87
65777,4147,2,322.35
65778,29751,4,276.23
65779,45271,1,356.74
65780,15066,1,464.65
65781,11895,1,82.49
65782,46192,3,471.93
65783,28244,5,204.72
65784,22210,1,37.73
65785,210,1,344.62
65786,2588,5,468.21
65787,20377,5,265.38
65788,47786,2,113.73
65789,22627,2,368.73
65790,47331,1,27.72
65791,15942,4,477.01
65792,39210,5,207.06
65793,30813,1,239.22
65794,13507,4,45.23
65795,31721,1,308.93
65796,3096,2,461.84
65797,26664,1,221.2
65798,25285,1,102.37
65799,22005,4,126.77
65800,34241,4,411.05
65801,8008,1,478.71
65802,27067,2,203.74
65803,3049,3,161.56
65804,21483,1,279.53
65805,12103,1,281.87
65806,12346,1,415.97
65807,46013,2,461.38
65808,25328,4,200.48
65809,7429,5,240.54
65810,46797,3,26.18
65811,20757,2,21.9
65812,5969,1,253.86
65813,31192,5,152.08
65814,26358,2,195.44
65815,42843,2,205.67
65816,46994,4,268.48
65817,22101,3,83.14
65818,11523,4,27.04
65819,44992,5,309.54
65820,4991,3,497.67
65821,18753,4,447.77
65822,15236,2,318.12
65823,19701,4,71.39
65824,34129,4,297.34
65825,28444,5,109.1
65826,31661,2,487.52
65827,25051,1,353.39
65828,11177,5,482.87
65829,49754,2,373.26
65830,20018,3,453.74
65831,34831,1,132.11
65832,36728,4,431.18
65833,24905,4,176.66
65834,32695,5,280.34
65835,20556,4,104.48
65836,41633,1,121.21
65837,4993,1,154.39
65838,25784,1,96.55
65839,194,5,253.97
65840,28091,1,153.38
65841,9157,2,403.04
65842,30449,4,471.73
65843,20343,3,37.39
65844,48718,4,213.41
65845,22149,1,422.56
65846,32169,4,226.0
65847,4648,5,378.63
65848,3684,4,483.06
65849,47056,5,199.42
65850,22586,5,262.48
65851,38202,4,243.34
65852,7428,2,208.3
65853,12489,3,263.82
65854,3690,5,194.77
65855,17456,1,447.5
65856,11110,2,432.99
65857,22720,4,116.19
65858,21369,5,36.21
65859,1400,2,68.01
65860,28817,4,121.79
65861,21042,4,60.67
65862,24487,2,76.14
65863,8886,1,425.03
65864,46031,5,454.08
65865,5721,1,253.02
65866,8399,3,287.86
65867,43597,3,356.03
65868,24922,1,116.7
65869,28948,5,85.94
65870,863,5,257.95
65871,23377,2,109.89
65872,25907,5,466.27
65873,13304,5,419.85
65874,3357,3,371.65
65875,30048,5,112.7
65876,21648,4,170.78
65877,41304,5,68.5
65878,13629,4,68.31
65879,44985,1,474.35
65880,24088,5,383.41
65881,3293,3,373.07
65882,28791,4,461.94
65883,1744,3,60.25
65884,49500,3,258.76
65885,47739,3,450.9
65886,1380,3,261.95
65887,28380,3,390.63
65888,23232,1,101.88
65889,42371,1,456.08
65890,7365,2,453.62
65891,12136,2,81.68
65892,41075,2,50.88
65893,25889,2,172.09
65894,18681,3,493.12
65895,20826,3,239.88
65896,39312,4,294.89
65897,26335,2,105.82
65898,18344,1,257.4
65899,34077,4,385.99
65900,34124,3,113.36
65901,12265,3,273.89
65902,42752,5,18.45
65903,41591,4,396.8
65904,37065,4,178.37
65905,40900,4,449.31
65906,2719,5,313.56
65907,15767,3,336.35
65908,45199,5,36.25
65909,4115,5,151.72
65910,10811,2,437.5
65911,41302,3,12.85
65912,5987,1,205.83
65913,9095,2,103.11
65914,16862,4,92.87
65915,23938,4,17.97
65916,11279,5,59.15
65917,30270,3,92.55
65918,18144,4,402.37
65919,19239,5,93.05
65920,34444,2,266.38
65921,18906,5,213.51
65922,40510,1,230.54
65923,34207,3,344.19
65924,45944,4,481.38
65925,38557,5,81.82
65926,9283,5,334.93
65927,9879,4,223.72
65928,10861,1,401.64
65929,22638,3,442.81
65930,10273,1,473.57
65931,124,4,191.67
65932,15055,4,486.01
65933,11330,1,399.91
65934,12197,1,480.73
65935,2840,3,101.26
65936,42180,4,459.03
65937,40245,3,217.38
65938,27038,1,76.28
65939,14854,2,136.47
65940,37115,5,226.95
65941,44273,3,152.52
65942,9967,1,407.6
65943,15617,3,76.65
65944,12587,1,176.88
65945,26304,1,284.31
65946,40930,5,297.18
65947,223,4,305.84
65948,28989,1,42.85
65949,11158,4,320.67
65950,17258,5,183.87
65951,30177,1,254.96
65952,9715,5,339.36
65953,2446,2,228.56
65954,20940,5,130.52
65955,40064,5,42.64
65956,49536,5,313.46
65957,37534,5,41.43
65958,31793,2,19.74
65959,48624,1,476.32
65960,20271,1,335.22
65961,29503,5,10.27
65962,41115,2,272.35
65963,30212,4,327.03
65964,20663,4,147.83
65965,7271,5,292.95
65966,43923,1,248.18
65967,192,3,284.45
65968,41120,3,227.24
65969,19106,4,48.06
65970,34587,5,403.24
65971,9869,3,87.74
65972,13767,1,308.06
65973,9306,5,198.01
65974,5481,3,242.58
65975,46926,4,455.38
65976,21153,5,207.77
65977,10613,2,388.79
65978,18913,4,270.63
65979,969,4,75.59
65980,43482,3,70.17
65981,19724,5,408.71
65982,43060,4,478.31
65983,29395,3,404.94
65984,27394,4,413.65
65985,40850,5,89.47
65986,1130,5,261.7
65987,20561,4,221.64
65988,9713,1,428.47
65989,41619,2,229.44
65990,15989,2,299.74
65991,30445,4,326.32
65992,22745,4,427.1
65993,36250,2,38.15
65994,16738,4,399.2
65995,20008,2,56.71
65996,25028,5,136.27
65997,46554,3,19.92
65998,39129,1,372.56
65999,43314,2,274.47
66000,16112,4,416.01
66001,11147,4,122.78
66002,10349,5,484.98
66003,23692,2,62.21
66004,22432,3,446.27
66005,29452,4,69.09
66006,45500,3,213.88
66007,41980,4,243.01
66008,44578,5,309.53
66009,44409,3,312.91
66010,43522,2,363.9
66011,33566,1,452.14
66012,16812,5,407.36
66013,44379,3,107.71
66014,3549,4,372.43
66015,13881,2,391.14
66016,8907,3,173.31
66017,35827,2,327.13
66018,24038,1,167.31
66019,22161,4,378.18
66020,8739,4,253.61
66021,33746,3,14.87
66022,74,2,146.74
66023,47403,3,125.97
66024,47202,2,117.53
66025,3947,4,242.87
66026,41604,5,40.2
66027,21112,2,153.51
66028,21911,5,94.11
66029,15019,5,464.44
66030,26126,4,478.22
66031,37756,5,469.65
66032,10657,4,493.18
66033,3808,5,305.68
66034,29054,1,318.57
66035,2926,5,221.85
66036,23700,3,175.11
66037,23418,1,25.74
66038,20099,4,105.25
66039,2025,3,453.28
66040,4238,1,241.63
66041,19617,5,111.11
66042,25068,3,224.49
66043,33266,1,372.34
66044,15528,3,472.47
66045,24044,3,15.48
66046,27330,1,486.85
66047,42481,2,278.19
66048,5261,5,365.68
66049,35851,2,77.34
66050,15801,3,442.97
66051,31141,5,318.18
66052,8461,5,317.47
66053,48178,1,180.56
66054,9895,4,422.27
66055,17497,2,412.35
66056,46703,1,44.7
66057,8078,5,433.99
66058,14813,3,233.93
66059,12900,2,455.71
66060,38988,3,304.39
66061,22502,3,304.7
66062,47119,5,121.95
66063,39746,1,229.74
66064,6083,5,355.33
66065,20218,5,262.39
66066,41874,5,109.97
66067,41165,1,362.71
66068,25618,3,148.23
66069,16258,5,158.36
66070,25128,1,368.34
66071,2045,1,178.09
66072,29852,3,203.82
66073,20781,5,159.68
66074,11611,3,123.33
66075,9283,3,95.19
66076,5806,3,490.04
66077,28618,5,96.73
66078,6723,2,347.26
66079,6510,2,354.59
66080,5143,2,188.82
66081,14862,5,215.85
66082,32175,3,312.48
66083,36667,5,282.28
66084,16667,4,216.61
66085,20763,2,294.04
66086,26866,2,352.61
66087,34160,4,413.94
66088,24545,3,213.78
66089,38686,4,299.3
66090,25691,4,10.84
66091,41726,1,356.32
66092,2834,3,44.38
66093,13653,3,229.28
66094,7118,2,53.02
66095,34619,3,61.42
66096,217,2,381.11
66097,27327,2,281.17
66098,17002,2,209.23
66099,6909,2,162.76
66100,3545,5,52.3
66101,31214,4,322.23
66102,26816,1,148.67
66103,17320,3,499.09
66104,41359,2,183.17
66105,31208,1,124.72
66106,37694,5,324.24
66107,44685,4,446.75
66108,37619,4,75.83
66109,3761,4,371.29
66110,35182,2,476.18
66111,13590,5,119.75
66112,25979,3,443.66
66113,46646,2,109.56
66114,12955,2,43.0
66115,40738,5,444.06
66116,22087,3,355.91
66117,16983,5,324.87
66118,13352,3,349.22
66119,28850,4,119.04
66120,24569,5,112.85
66121,18789,4,117.79
66122,44704,4,191.37
66123,14045,4,108.05
66124,5716,1,77.84
66125,18520,3,37.47
66126,28440,1,350.81
66127,46442,4,150.63
66128,32481,4,33.88
66129,37230,5,482.67
66130,14407,5,492.56
66131,20843,5,357.16
66132,35270,3,165.9
66133,45091,2,348.74
66134,30288,1,148.61
66135,33864,1,261.2
66136,19394,2,139.74
66137,29258,2,125.58
66138,27031,4,118.89
66139,22382,1,403.37
66140,27917,3,68.33
66141,957,3,111.52
66142,34423,4,73.34
66143,45344,1,492.0
66144,20890,2,495.29
66145,23584,2,390.47
66146,30312,4,269.11
66147,3628,5,34.63
66148,36214,1,191.75
66149,29035,5,219.67
66150,48391,5,242.46
66151,36103,3,119.62
66152,11469,2,236.91
66153,18374,2,480.87
66154,4796,3,219.41
66155,3612,2,81.43
66156,29839,4,424.06
66157,21079,3,17.85
66158,24663,4,43.68
66159,48922,5,123.02
66160,44143,4,83.76
66161,1041,5,168.51
66162,34095,1,14.62
66163,24484,5,116.97
66164,36034,4,51.53
66165,30021,2,209.86
66166,9271,3,265.6
66167,28910,3,284.88
66168,681,1,298.61
66169,34597,4,267.84
66170,14733,4,276.98
66171,28841,2,127.73
66172,2918,3,21.13
66173,46025,3,195.9
66174,49604,2,494.69
66175,2070,2,456.8
66176,23856,5,31.92
66177,18924,2,290.09
66178,22797,4,86.37
66179,43946,3,41.65
66180,1142,2,21.12
66181,42887,1,363.5
66182,22669,5,399.83
66183,37198,1,243.28
66184,3849,4,246.4
66185,1,4,204.66
66186,39820,5,407.24
66187,11769,1,273.3
66188,43078,1,221.87
66189,28347,3,362.57
66190,18739,3,211.41
66191,10574,3,377.23
66192,5727,5,61.64
66193,10176,2,331.2
66194,35001,1,378.38
66195,17444,5,133.35
66196,4266,2,127.75
66197,71,3,357.07
66198,16477,4,139.73
66199,23668,3,307.22
66200,33717,3,122.43
66201,46940,2,186.93
66202,48732,2,135.01
66203,43732,4,266.37
66204,36017,3,44.08
66205,133,5,137.34
66206,49388,4,182.33
66207,25117,4,176.4
66208,11571,2,335.38
66209,17784,5,96.14
66210,45809,3,491.56
66211,236,3,499.34
66212,48465,5,298.05
66213,16577,4,42.95
66214,16913,1,34.69
66215,33414,5,110.29
66216,19722,5,79.99
66217,19124,2,224.56
66218,7289,2,188.25
66219,36527,1,324.81
66220,34908,3,81.91
66221,13629,1,406.14
66222,30183,4,87.03
66223,22750,5,190.31
66224,25286,4,187.45
66225,30469,4,43.74
66226,12227,4,442.3
66227,49448,5,493.18
66228,27541,4,253.13
66229,25803,2,137.01
66230,20722,3,237.03
66231,28183,5,184.27
66232,8970,4,438.85
66233,4210,3,385.29
66234,21383,3,182.15
66235,21878,5,43.38
66236,37716,3,194.8
66237,11395,2,134.32
66238,6092,4,40.0
66239,1803,3,60.02
66240,21376,1,70.73
66241,48202,2,409.25
66242,46404,1,371.13
66243,7197,2,15.39
66244,40606,1,139.88
66245,36098,3,328.49
66246,8306,4,306.38
66247,45779,1,486.5
66248,31931,4,316.45
66249,49561,5,19.0
66250,15349,5,436.4
66251,2624,2,410.36
66252,17083,2,332.36
66253,41932,5,225.55
66254,24718,4,435.68
66255,25802,5,443.99
66256,22731,3,377.25
66257,33891,3,422.77
66258,21480,3,202.62
66259,6592,4,420.09
66260,2740,2,122.77
66261,49555,5,495.06
66262,26379,2,181.14
66263,18102,4,279.34
66264,5522,1,18.07
66265,27707,1,127.14
66266,11829,5,234.05
66267,10477,2,494.37
66268,29876,3,491.91
66269,28693,2,21.7
66270,16897,2,284.92
66271,40406,3,474.42
66272,25664,4,180.35
66273,27757,4,267.05
66274,13649,1,477.99
66275,46836,1,22.73
66276,25411,2,310.67
66277,30742,5,430.67
66278,36767,2,30.15
66279,11764,1,201.77
66280,16060,4,467.14
66281,30005,2,208.01
66282,44003,1,389.57
66283,29384,2,460.07
66284,33472,4,311.85
66285,46985,5,18.84
66286,21250,2,495.64
66287,33564,5,152.14
66288,2156,3,64.77
66289,25166,3,285.37
66290,13724,4,39.79
66291,38064,5,131.97
66292,11014,1,85.43
66293,18292,5,384.31
66294,33405,3,383.52
66295,21912,5,285.15
66296,28626,2,398.39
66297,8189,2,421.76
66298,45123,2,402.06
66299,5150,3,443.08
66300,33428,1,216.22
66301,36777,4,158.95
66302,30568,1,473.47
66303,9370,4,398.77
66304,22702,4,448.66
66305,36568,3,25.96
66306,41894,2,339.1
66307,9053,5,392.41
66308,46581,1,383.78
66309,8454,1,168.89
66310,129,5,481.24
66311,2209,1,63.34
66312,29408,3,237.99
66313,22124,2,255.71
66314,11715,3,260.38
66315,1097,5,208.49
66316,13223,2,303.51
66317,31744,2,245.76
66318,29689,3,359.83
66319,11705,4,164.12
66320,46475,4,217.41
66321,37480,3,482.91
66322,17712,5,158.38
66323,22693,3,366.64
66324,49455,1,219.11
66325,14381,3,101.33
66326,45722,5,105.57
66327,25284,4,85.38
66328,20623,5,94.06
66329,49793,3,318.24
66330,9652,2,253.27
66331,13050,4,419.04
66332,21365,1,157.94
66333,35424,1,485.81
66334,502,4,480.32
66335,16602,2,486.29
66336,28572,3,103.37
66337,9084,1,299.38
66338,8596,5,354.16
66339,22050,1,255.46
66340,30686,5,228.57
66341,32626,3,44.3
66342,4504,5,368.41
66343,47969,5,439.29
66344,22325,3,207.1
66345,10554,4,372.24
66346,13251,5,135.22
66347,39720,3,262.93
66348,17084,5,472.54
66349,45231,4,488.2
66350,10944,4,86.2
66351,19440,5,293.24
66352,47781,5,497.02
66353,10572,3,213.92
66354,6663,3,307.63
66355,39955,2,17.57
66356,47712,5,148.11
66357,7636,2,276.67
66358,11342,5,354.59
66359,34314,1,186.81
66360,31695,1,246.49
66361,20610,5,475.72
66362,45630,2,396.17
66363,37361,2,293.66
66364,15032,2,465.47
66365,629,4,35.67
66366,15985,1,473.15
66367,5306,3,276.33
66368,10657,3,349.79
66369,30658,2,471.57
66370,13659,4,260.57
66371,32256,5,474.62
66372,47697,4,264.6
66373,28014,3,238.58
66374,11913,4,97.83
66375,43595,4,14.54
66376,2987,3,144.86
66377,34797,5,344.58
66378,32394,5,73.9
66379,9678,2,70.27
66380,48896,4,102.03
66381,4611,4,105.7
66382,44815,4,321.2
66383,8214,3,264.26
66384,27417,4,322.54
66385,5542,2,68.8
66386,47606,1,117.72
66387,45131,5,448.77
66388,40664,5,465.84
66389,41710,4,483.79
66390,10167,1,83.09
66391,28594,1,98.7
66392,2051,1,118.31
66393,6423,1,339.34
66394,22530,3,379.54
66395,634,4,487.12
66396,19858,3,489.01
66397,21270,1,270.45
66398,23197,3,428.26
66399,33418,3,51.5
66400,32382,3,345.69
66401,48821,4,158.67
66402,44708,4,238.93
66403,6022,4,248.05
66404,7221,2,345.56
66405,3634,3,391.14
66406,27962,2,454.76
66407,5785,3,170.75
66408,30081,2,217.18
66409,44700,1,66.39
66410,20014,1,408.76
66411,863,3,211.87
66412,19293,5,68.05
66413,31739,2,220.6
66414,49224,1,272.29
66415,28421,3,435.39
66416,37325,4,35.1
66417,27093,4,90.81
66418,28528,3,42.37
66419,41126,4,28.38
66420,36700,2,252.43
66421,18954,2,267.13
66422,49371,2,379.5
66423,49826,2,391.68
66424,46286,2,491.26
66425,29221,4,472.23
66426,47571,3,330.63
66427,34438,3,230.86
66428,1485,3,194.8
66429,41995,4,81.0
66430,17337,3,207.44
66431,35320,3,449.64
66432,22042,2,216.95
66433,3713,5,316.56
66434,11449,2,200.26
66435,21943,2,195.8
66436,43488,3,48.69
66437,13977,5,48.84
66438,45714,3,109.27
66439,26570,3,384.49
66440,38219,3,66.3
66441,35234,5,451.42
66442,17885,5,329.98
66443,11051,2,320.66
66444,32556,5,300.14
66445,13138,2,361.52
66446,12372,4,339.23
66447,42512,4,233.76
66448,33877,2,50.73
66449,30657,4,272.06
66450,34560,5,323.34
66451,48804,5,304.3
66452,14682,3,227.44
66453,18815,1,95.18
66454,25851,5,44.93
66455,41554,5,458.61
66456,43653,2,256.73
66457,35138,2,410.03
66458,40639,2,301.39
66459,18736,2,208.31
66460,14763,4,183.47
66461,9464,5,20.99
66462,2122,5,356.59
66463,13896,5,43.73
66464,34962,3,407.5
66465,12437,5,313.61
66466,24318,1,355.3
66467,10640,2,67.15
66468,5794,5,29.22
66469,30586,2,185.81
66470,11827,3,487.69
66471,49892,3,262.63
66472,34161,3,420.13
66473,33459,4,440.78
66474,16861,3,385.89
66475,18272,4,123.73
66476,35561,2,12.37
66477,39201,2,158.78
66478,19176,1,168.77
66479,22606,4,319.73
