record_id,campaign_id,impressions,conversions
11744,2,5975,517
11745,2,7867,195
11746,1,563,1360
11747,3,3506,954
11748,4,6359,611
11749,1,8016,1839
11750,4,1723,990
11751,1,1420,1977
11752,2,2628,13
11753,1,9750,79
11754,1,2807,1838
11755,2,6309,565
11756,4,1984,1904
11757,4,1875,545
11758,3,5248,1136
11759,3,9497,1965
11760,1,9721,74
11761,1,8261,944
11762,3,7327,1702
11763,4,4971,1993
11764,4,3350,1637
11765,1,4744,1238
11766,1,7106,1876
11767,1,1141,256
11768,3,2755,748
11769,2,9092,317
11770,3,5025,1393
11771,1,3134,1535
11772,1,3796,476
11773,4,2270,1582
11774,4,3291,652
11775,4,4574,566
11776,1,9395,638
11777,4,5476,1418
11778,2,3824,1109
11779,4,6011,1611
11780,4,3799,34
11781,1,7660,20
11782,4,3943,1241
11783,1,9826,1207
11784,1,6831,1612
11785,2,8730,1841
11786,3,1893,1984
11787,3,3166,1225
11788,3,4462,1961
11789,2,9182,1764
11790,4,9714,1611
11791,2,3098,1382
11792,1,4001,426
11793,3,7610,1749
11794,2,9796,1820
11795,1,9366,415
11796,1,3180,537
11797,1,8444,1278
11798,2,4271,841
11799,3,9974,285
11800,3,8483,1948
11801,3,1528,1792
11802,2,2327,105
11803,4,4606,1423
11804,2,1327,612
11805,3,796,1552
11806,3,4658,1483
11807,4,5284,1665
11808,2,2417,956
11809,2,6454,366
11810,4,6897,1300
11811,2,8564,218
11812,2,4522,1154
11813,3,1719,847
11814,4,7790,934
11815,4,4754,1055
11816,4,6919,1990
11817,2,6648,1190
11818,1,6740,1852
11819,4,9816,852
11820,4,7672,1662
11821,4,9405,85
11822,3,162,1563
11823,2,9398,440
11824,1,3538,1065
11825,4,2103,937
11826,3,5977,288
11827,4,8181,1062
11828,1,6399,1800
11829,4,6584,393
11830,4,7356,766
11831,1,3894,455
11832,2,8396,501
11833,4,862,454
11834,4,7979,1918
11835,2,5034,1001
11836,1,1615,1513
11837,2,1395,323
11838,4,1602,256
11839,2,2671,27
11840,2,2629,630
11841,2,7321,376
11842,3,1854,1641
11843,3,1520,682
11844,3,8992,1019
11845,1,2428,248
11846,3,6062,293
11847,2,2499,1536
11848,1,722,1324
11849,4,3518,53
11850,4,4383,1484
11851,4,1967,1250
11852,1,4389,1624
11853,2,1264,1423
11854,4,7411,189
11855,1,695,598
11856,1,5765,1978
11857,2,6517,1089
11858,4,7489,1318
11859,3,1413,1091
11860,2,1263,863
11861,4,8052,846
11862,1,7033,382
11863,4,5562,921
11864,2,1779,1938
11865,3,8044,1530
11866,3,1122,337
11867,2,9848,1869
11868,4,8418,158
11869,3,3144,941
11870,3,406,783
11871,1,8137,1667
11872,4,7331,901
11873,3,9367,974
11874,4,4457,406
11875,1,4654,1673
11876,1,5236,1172
11877,1,1676,918
11878,2,5339,1951
11879,2,1139,67
11880,2,4456,187
11881,1,8358,665
11882,3,6669,16
11883,2,4002,1045
11884,3,4344,257
11885,1,6477,790
11886,4,1951,909
11887,4,9486,777
11888,3,2795,1375
11889,2,5118,41
11890,4,7023,1386
11891,1,1286,1380
11892,3,2103,1988
11893,1,6389,26
11894,1,2117,1887
11895,4,5446,1588
11896,3,4711,445
11897,2,922,919
11898,1,318,582
11899,1,3085,106
11900,3,7460,1745
11901,4,5652,1005
11902,2,2655,1512
11903,1,1707,202
11904,2,8988,1954
11905,1,1737,1334
11906,2,8799,759
11907,3,3021,237
11908,1,1866,848
11909,4,9021,33
11910,4,9181,1899
11911,3,2155,87
11912,4,5622,1894
11913,3,9040,313
11914,1,2892,272
11915,1,7358,1571
11916,4,1809,26
11917,3,364,1966
11918,1,6577,1147
11919,1,5194,837
11920,4,9964,1942
11921,1,3316,760
11922,2,5661,457
11923,3,4635,605
11924,2,5463,1148
11925,4,7744,1524
11926,2,5541,801
11927,1,1692,1199
11928,3,2581,1462
11929,1,1708,1902
11930,3,265,1392
11931,3,2869,971
11932,1,7359,1757
11933,2,4443,1825
11934,4,4365,644
11935,3,8396,1822
11936,4,4127,1321
11937,2,7041,1767
11938,1,2503,165
11939,3,445,1546
11940,2,9515,590
11941,4,9495,1522
11942,4,5771,1545
11943,4,903,1363
11944,1,8471,911
11945,1,3231,938
11946,2,2740,441
11947,3,2018,1332
11948,4,8069,1216
11949,1,1707,290
11950,1,2012,1496
11951,1,7149,1728
11952,2,9234,179
11953,4,1599,1577
11954,1,2635,899
11955,2,9908,513
11956,4,3016,1193
11957,1,7034,1224
11958,4,7018,317
11959,3,7638,622
11960,3,6044,1440
11961,3,8387,1790
11962,2,7119,1641
11963,2,9640,1710
11964,3,4714,1171
11965,2,1529,243
11966,4,981,1816
11967,3,2310,1725
11968,2,5177,1903
11969,1,9546,1173
11970,4,906,18
11971,1,3131,177
11972,4,6597,1276
11973,1,6103,934
11974,4,6112,597
11975,2,1302,1356
11976,2,7819,1076
11977,1,3860,1952
11978,2,9175,1058
11979,1,559,176
11980,3,9439,1609
11981,1,5679,611
11982,4,1868,976
11983,2,3566,1263
11984,4,5501,888
11985,4,1605,1843
11986,1,2599,1717
11987,1,8775,500
11988,4,7385,1022
11989,2,979,1539
11990,4,4713,934
11991,4,1647,68
11992,2,4482,1364
11993,3,5825,640
11994,3,689,1128
11995,3,1157,220
11996,4,9622,1877
11997,1,1357,93
11998,1,6058,1248
11999,3,4094,490
12000,4,1952,72
12001,3,2869,1262
12002,3,9224,840
12003,3,1901,542
12004,1,2399,1056
12005,3,8961,1940
12006,1,646,1407
12007,4,1060,91
12008,2,815,764
12009,2,8443,941
12010,4,3703,418
12011,2,2432,1772
12012,2,6392,1932
12013,2,2527,665
12014,1,3279,1943
12015,1,3388,267
12016,2,7855,426
12017,1,8974,1950
12018,3,5348,1298
12019,1,9476,792
12020,3,8064,469
12021,3,6128,1561
12022,3,6964,1529
12023,2,5213,1749
12024,4,5801,614
12025,3,3022,332
12026,2,3031,1659
12027,1,4774,272
12028,1,997,974
12029,1,9137,181
12030,4,1503,629
12031,1,2350,624
12032,3,9575,307
12033,4,8480,647
12034,4,8833,1509
12035,2,4979,845
12036,3,534,1171
12037,3,8521,1333
12038,3,8837,140
12039,3,6756,126
12040,1,592,1896
12041,2,8424,265
12042,4,1893,1719
12043,2,3131,184
12044,2,6550,940
12045,3,7009,826
12046,2,7670,272
12047,2,1462,970
12048,1,3170,505
12049,3,4030,1041
12050,4,4248,1942
12051,2,8926,1820
12052,3,5479,31
12053,3,1997,1490
12054,2,5378,1534
12055,3,9259,1627
12056,2,7298,744
12057,2,8205,857
12058,4,7771,1405
12059,2,7638,212
12060,4,3618,1080
12061,2,449,1749
12062,3,2285,1375
12063,3,8928,291
12064,3,4621,840
12065,4,8371,192
12066,4,5521,1418
12067,2,7463,78
12068,3,3048,1422
12069,3,8086,813
12070,4,6238,248
12071,2,1298,1485
12072,4,9472,1373
12073,3,1372,845
12074,3,8498,1641
12075,2,3020,1951
12076,2,5841,499
12077,4,6265,1471
12078,2,2244,1419
12079,2,647,1324
12080,3,5721,1606
12081,3,1700,395
12082,1,3728,825
12083,4,1615,1950
12084,4,7106,1533
12085,4,7912,299
12086,2,1056,1542
12087,2,1786,1715
12088,3,8186,1167
12089,3,6727,1698
12090,3,9555,1240
12091,2,8377,31
12092,2,1707,470
12093,1,7723,922
12094,4,9685,1762
12095,1,9101,1321
12096,2,8833,374
12097,3,474,1950
12098,2,5622,678
12099,4,786,1759
12100,2,2153,536
12101,4,4313,1825
12102,2,2955,1107
12103,2,3500,1665
12104,3,7259,143
12105,3,5526,1832
12106,4,3477,1835
12107,2,1684,227
12108,1,2345,844
12109,3,8968,837
12110,3,4970,66
12111,4,7117,509
12112,3,536,52
12113,1,9750,945
12114,4,3712,197
12115,2,4228,1127
12116,4,1057,26
12117,2,2336,754
12118,1,5955,266
12119,2,6364,322
12120,2,3816,1782
12121,2,5485,172
12122,2,3839,1634
12123,4,9609,1309
12124,1,8376,441
12125,1,7673,211
12126,3,3785,1916
12127,2,6258,1460
12128,1,7284,499
12129,4,6876,1803
12130,4,3271,475
12131,3,6997,1575
12132,4,9843,284
12133,3,151,432
12134,4,1147,1171
12135,2,6422,1024
12136,1,3460,140
12137,1,5189,972
12138,2,3118,505
12139,4,2293,595
12140,3,215,157
12141,2,831,1784
12142,2,4810,254
12143,4,2617,1980
12144,1,3025,1622
12145,4,3517,1454
12146,4,2208,1555
12147,1,5858,150
12148,4,8753,1340
12149,2,8978,1322
12150,1,4983,806
12151,4,6434,172
12152,1,8562,1658
12153,4,8875,1739
12154,2,9998,317
12155,3,3691,70
12156,2,7240,316
12157,3,1573,560
12158,4,1478,73
12159,3,1046,1779
12160,1,2377,393
12161,4,1310,1085
12162,2,9692,1166
12163,3,4210,1354
12164,4,3509,857
12165,4,6938,779
12166,4,4243,1979
12167,4,3513,215
12168,4,8696,862
12169,2,9550,1340
12170,3,9347,181
12171,4,1161,893
12172,2,3992,467
12173,1,3026,280
12174,4,8954,1749
12175,1,6800,971
12176,3,7297,349
12177,3,8341,444
12178,4,4344,1488
12179,1,2064,1282
12180,2,9311,137
12181,1,6439,493
12182,3,4959,1320
12183,3,8085,1187
12184,1,501,1950
12185,4,6135,541
12186,2,1089,892
12187,3,351,300
12188,4,9773,1940
12189,2,6645,413
12190,4,6544,1532
12191,4,7795,1708
12192,4,7751,614
12193,2,8023,1626
12194,1,6360,64
12195,2,233,1848
12196,3,5182,1399
12197,1,9731,353
12198,3,1133,926
12199,2,7493,399
12200,3,315,1553
12201,4,2141,1335
12202,2,1132,909
12203,2,9392,897
12204,2,6313,365
12205,2,7084,1333
12206,2,7453,1075
12207,3,8442,69
12208,2,7963,1421
12209,4,7225,178
12210,1,9417,754
12211,3,8301,316
12212,3,5041,1740
12213,4,4255,1585
12214,3,9844,1545
12215,1,8247,539
12216,1,5303,887
12217,1,1945,1329
12218,1,7267,1386
12219,3,5274,928
12220,2,1794,1022
12221,2,7249,1197
12222,4,6626,368
12223,4,8857,844
12224,2,2365,692
12225,1,7135,101
12226,4,8703,1067
12227,1,5353,1720
12228,3,5977,829
12229,3,2879,1337
12230,4,8995,1422
12231,1,3180,1679
12232,1,3349,364
12233,2,8282,1825
12234,3,949,1393
12235,4,6012,140
12236,3,5062,572
12237,2,4688,140
12238,3,9533,1512
12239,2,8205,353
12240,2,8962,550
12241,1,7977,1135
12242,4,4809,1885
12243,4,3744,90
12244,4,492,1378
12245,4,1065,505
12246,2,5926,1196
12247,4,3043,709
12248,4,2049,578
12249,1,5632,185
12250,1,6028,1226
12251,3,7249,1952
12252,3,9320,533
12253,4,2843,1130
12254,3,9448,1936
12255,1,4309,1613
12256,1,6691,952
12257,4,3893,1502
12258,3,2341,328
12259,2,8991,1392
12260,4,1708,1907
12261,3,4012,1420
12262,4,2492,313
12263,4,1395,103
12264,4,3468,1923
12265,2,3514,838
12266,3,7437,359
12267,2,6896,1314
12268,2,9424,1484
12269,1,6605,1303
12270,1,9599,1367
12271,3,4016,701
12272,2,3512,1597
12273,1,5882,1126
12274,1,1118,1604
12275,2,4345,112
12276,2,9055,928
12277,4,7520,1604
12278,4,298,1010
12279,2,3371,113
12280,3,5985,917
12281,3,7915,940
12282,2,257,1977
12283,2,348,115
12284,2,1846,1243
12285,2,1230,104
12286,3,164,434
12287,1,3531,1246
12288,2,5206,148
12289,3,9472,978
12290,3,6311,377
12291,3,3481,1397
12292,2,112,1004
12293,3,556,1706
12294,2,3076,1067
12295,2,6499,1300
12296,1,7386,239
12297,4,2967,1483
12298,2,6644,1194
12299,2,8426,1361
12300,4,6743,1588
12301,2,7733,357
12302,2,1123,241
12303,2,6470,1544
12304,1,1166,1513
12305,3,6345,864
12306,2,9668,612
12307,3,4948,1008
12308,4,8955,1322
12309,3,5637,555
12310,4,2800,245
12311,2,6079,945
12312,1,7173,109
12313,4,1986,1294
12314,3,5391,1162
12315,2,841,1008
12316,1,9173,1198
12317,1,1641,1669
12318,2,7527,97
12319,2,7138,259
12320,2,9573,1289
12321,2,6939,1414
12322,4,9409,246
12323,2,8593,1661
12324,3,2666,1029
12325,2,2854,1666
12326,4,6646,1336
12327,4,7637,1200
12328,4,3393,362
12329,1,3281,631
12330,1,4642,531
12331,4,5335,1489
12332,4,2657,1321
12333,4,9578,1993
12334,2,1703,1143
12335,3,8663,1981
12336,3,1756,70
12337,3,4235,373
12338,1,5791,1789
12339,2,7882,1842
12340,4,133,1099
12341,2,5051,1371
12342,2,2369,767
12343,1,6047,1651
12344,2,4871,703
12345,3,3842,554
12346,4,8683,1025
12347,2,9526,898
12348,1,4522,272
12349,2,9046,336
12350,1,2602,854
12351,4,5687,1369
12352,1,1662,1465
12353,1,9468,1188
12354,3,1973,1005
12355,1,4818,1403
12356,4,2435,1659
12357,4,3440,494
12358,2,7048,1527
12359,2,8912,117
12360,3,2315,117
12361,3,7313,754
12362,1,8325,404
12363,3,1026,1479
12364,2,2341,69
12365,4,1829,1950
12366,2,2364,1881
12367,4,3043,1358
12368,4,461,652
12369,4,5129,859
12370,1,1590,1585
12371,2,9122,1916
12372,2,8924,553
12373,3,9479,72
12374,2,487,916
12375,3,4441,1879
12376,1,3794,1082
12377,2,7488,347
12378,4,5701,511
12379,4,1756,1490
12380,4,413,1569
12381,3,3754,1404
12382,3,9512,491
12383,4,1708,842
12384,3,3660,789
12385,2,1205,451
12386,2,2697,1635
12387,4,9890,1086
12388,4,2645,1567
12389,1,9792,964
12390,3,9281,1307
12391,4,9152,259
12392,2,9909,1562
12393,3,4081,159
12394,3,2887,1874
12395,3,5857,1789
12396,2,6656,786
12397,4,7535,1556
12398,3,9803,1810
12399,2,1083,1098
12400,1,6244,1711
12401,1,9840,1363
12402,1,5542,1210
12403,1,1467,1937
12404,1,6240,958
12405,3,5253,761
12406,2,3375,1015
12407,4,7058,1927
12408,2,1309,697
12409,2,6458,164
12410,3,6992,728
12411,3,7938,1826
12412,4,8443,1145
12413,2,9132,293
12414,4,7374,1602
12415,2,4823,418
12416,4,9405,489
12417,1,3446,75
12418,4,9786,1243
12419,3,8229,755
12420,3,1837,939
12421,2,7174,761
12422,1,9160,1784
12423,3,8649,721
12424,1,3881,498
12425,4,8861,603
12426,2,3050,674
12427,4,9400,1127
12428,4,7218,1647
12429,1,5364,1874
12430,4,6696,1300
12431,1,3851,977
12432,4,2125,778
12433,2,6811,1593
12434,2,6333,1047
12435,3,9253,1019
12436,3,7114,1702
12437,3,5796,1455
12438,4,2975,1041
12439,4,2931,34
12440,2,4401,830
12441,3,6863,809
12442,4,7556,1716
12443,2,6369,424
12444,1,5991,1705
12445,3,605,1440
12446,2,457,1096
12447,4,3853,1438
12448,3,5334,1741
12449,3,4686,649
12450,2,6685,940
12451,2,423,1860
12452,1,4550,249
12453,1,2071,1601
12454,2,3219,593
12455,2,6564,901
12456,3,2923,48
12457,4,5984,1972
12458,1,4612,1653
12459,3,1814,926
12460,4,2493,734
12461,4,2107,1191
12462,1,1877,279
12463,2,6442,1257
12464,3,6154,1883
12465,4,5172,1565
12466,4,8637,1472
12467,4,190,84
12468,1,8760,1797
12469,2,2991,332
12470,4,894,900
12471,2,9291,743
12472,2,7416,293
12473,1,9346,1756
12474,4,3713,1109
12475,4,8285,22
12476,4,2357,1118
12477,1,6551,1962
12478,4,6439,1082
12479,1,5646,139
12480,3,1893,1425
12481,3,4151,626
12482,1,612,1011
12483,4,3899,588
12484,1,5126,39
12485,2,3259,1002
12486,3,5279,651
12487,3,1718,263
12488,4,6867,1088
12489,2,8124,1547
12490,2,1633,1357
12491,3,9610,89
12492,3,5788,1032
12493,1,2391,464
12494,4,9521,1197
12495,3,3182,428
12496,3,2690,759
12497,3,7889,1241
12498,4,2900,1669
12499,3,5406,699
12500,2,9661,1511
12501,3,9762,1556
12502,2,2275,1847
12503,1,9874,1389
12504,1,8459,1773
12505,2,3433,1555
12506,1,404,1867
12507,4,6848,1232
12508,3,136,1118
12509,4,7212,329
12510,2,426,1471
12511,3,125,467
12512,1,2200,948
12513,1,4353,1375
12514,3,7909,786
12515,1,1535,43
12516,4,8776,1620
12517,3,7243,288
12518,4,5766,19
12519,4,2108,205
12520,3,5589,1161
12521,3,7105,1942
12522,1,1801,543
12523,4,9529,257
12524,3,6041,561
12525,2,607,1127
12526,4,5549,1579
12527,2,6039,465
12528,2,8278,1152
12529,1,9401,1248
12530,2,6346,374
12531,2,8869,1949
12532,3,3092,404
12533,3,5827,870
12534,2,9994,1422
12535,1,1571,113
12536,3,4637,1677
12537,1,3305,1738
12538,4,3652,564
12539,3,8208,454
12540,1,5057,1400
12541,3,792,1840
12542,3,7798,1740
12543,1,8638,1827
12544,3,9972,332
12545,2,2315,814
12546,2,8036,1575
12547,2,3999,148
12548,1,7383,1262
12549,3,9098,510
12550,2,4845,1804
12551,2,1601,353
12552,1,5046,899
12553,4,6556,177
12554,1,6986,150
12555,2,3359,1069
12556,3,6452,1907
12557,1,8964,1775
12558,2,6159,1759
12559,2,1905,1548
12560,2,2905,457
12561,1,3846,1100
12562,3,585,1503
12563,1,8688,599
12564,4,1285,1857
12565,4,8478,1980
12566,4,4692,805
12567,2,2063,119
12568,2,3394,1336
12569,1,8083,1827
12570,2,8640,1640
12571,1,2540,1529
12572,2,6308,311
12573,1,8196,1082
12574,4,1693,552
12575,1,4526,141
12576,3,6219,637
12577,3,7281,235
12578,2,1313,1822
12579,3,7407,1952
12580,3,452,503
12581,1,8775,1799
12582,3,5642,724
12583,4,3986,1910
12584,3,6044,1466
12585,4,5391,780
12586,3,3502,1981
12587,4,7390,1656
12588,3,9456,471
12589,4,186,1739
12590,2,2692,1251
12591,1,4941,901
12592,1,7157,909
12593,1,5693,1544
12594,2,1088,979
12595,3,9645,1392
12596,1,4639,190
12597,4,4444,504
12598,4,2472,730
12599,2,8777,1544
12600,1,4348,503
12601,3,4710,1738
12602,2,9764,643
12603,1,6278,783
12604,1,4193,1880
12605,4,6956,577
12606,3,4105,1945
12607,2,4634,607
12608,3,1553,1593
12609,1,1088,799
12610,4,7226,1056
12611,3,3983,1897
12612,4,9189,1160
12613,2,2200,1553
12614,4,1218,764
12615,4,5487,81
12616,3,4073,1478
12617,4,4190,1308
12618,3,3856,903
12619,4,9168,1356
12620,2,7791,1988
12621,4,3406,1737
12622,3,2677,1604
12623,1,1984,1674
12624,1,3622,69
12625,1,4838,909
12626,2,4130,1622
12627,4,1141,1189
12628,4,124,1226
12629,1,4865,1356
12630,4,3587,525
12631,2,4455,544
12632,1,9183,1250
12633,3,6602,1603
12634,1,2968,1599
12635,1,3338,1248
12636,4,9518,963
12637,2,1965,671
12638,1,9471,728
12639,3,887,1812
12640,3,8842,266
12641,3,5167,372
12642,2,7097,1660
12643,3,6400,450
12644,2,6350,1637
12645,3,1696,128
12646,1,5486,346
12647,3,7787,849
12648,2,4161,1431
12649,1,6906,688
12650,4,9048,821
12651,1,7763,695
12652,3,6905,1061
12653,4,1530,557
12654,3,9179,1787
12655,3,2623,1852
12656,3,1181,976
12657,3,925,1302
12658,3,8483,618
12659,2,7485,487
12660,3,7925,993
12661,3,2500,1296
12662,4,2572,213
12663,2,290,996
12664,3,7064,1763
12665,4,4379,417
12666,4,8573,199
12667,4,2914,792
12668,3,6726,1617
12669,1,4712,398
12670,2,4845,1709
12671,4,8674,311
12672,4,3964,1940
12673,1,4095,1189
12674,4,3993,43
12675,3,8107,10
12676,3,5231,1550
12677,2,2245,19
12678,2,3704,1605
12679,1,2856,203
12680,4,5054,633
12681,1,7549,762
12682,2,9886,1970
12683,2,9667,552
12684,4,8740,197
12685,2,8064,1684
12686,1,7858,252
12687,3,6098,877
12688,4,7647,13
12689,1,5183,1947
12690,4,716,1476
12691,4,6923,47
12692,3,9535,729
12693,4,9284,1161
12694,3,8012,882
12695,2,1994,579
12696,4,6668,207
12697,4,666,347
12698,3,9446,1721
12699,2,822,1343
12700,1,3278,1691
12701,3,2460,1605
12702,4,617,1375
12703,1,8787,1069
12704,3,8448,1357
12705,2,7053,435
12706,3,5927,1974
12707,2,3180,1757
12708,1,3932,1215
12709,4,4730,1471
12710,3,9572,1443
12711,4,3500,1632
12712,1,8822,1566
12713,2,6672,365
12714,2,7256,1742
12715,1,6563,1773
12716,2,8307,1826
12717,3,6116,1200
12718,3,9169,961
12719,2,4198,1063
12720,4,5876,936
12721,3,3672,406
12722,1,7920,1921
12723,1,618,267
12724,4,4169,1035
12725,3,7866,857
12726,2,5745,1067
12727,2,7424,769
12728,4,7063,1005
12729,3,3280,111
12730,3,1776,353
12731,2,8272,1625
12732,4,6449,1235
12733,2,7790,891
12734,2,2797,1109
12735,4,2575,799
12736,4,3490,1706
12737,4,8702,510
12738,2,5806,1422
12739,2,7528,333
12740,2,5204,971
12741,2,3938,288
12742,3,5719,472
12743,3,6804,1589
12744,1,432,1598
12745,2,165,1740
12746,4,6434,1675
12747,4,2168,846
12748,3,3699,1939
12749,3,8379,248
12750,1,9711,271
12751,4,9259,1658
12752,3,7934,1671
12753,1,5561,767
12754,3,4601,1426
12755,3,7882,198
12756,3,4188,1487
12757,2,6597,1888
12758,3,3594,1429
12759,4,774,1675
12760,3,753,451
12761,1,5766,496
12762,2,8239,1957
12763,4,9048,1400
12764,1,9889,1662
12765,3,1524,1634
12766,2,2905,583
12767,1,1815,1412
12768,2,7381,1011
12769,4,3394,916
12770,2,4880,426
12771,2,5414,769
12772,1,8570,974
12773,3,9074,593
12774,2,693,1424
12775,4,6897,1053
12776,4,9421,1942
12777,3,730,1164
12778,4,7595,1182
12779,1,7321,1379
12780,4,7432,784
12781,3,5755,911
12782,1,3868,573
12783,2,359,236
12784,2,6501,1152
12785,1,8529,403
12786,3,4342,744
12787,2,6635,144
12788,1,6033,1835
12789,2,3447,20
12790,1,1027,942
12791,4,8117,1169
12792,3,2808,163
12793,4,2333,49
12794,1,4995,1281
12795,2,4063,1587
12796,3,8247,345
12797,1,4512,1790
12798,3,2015,1431
12799,3,2600,1460
12800,2,1731,1288
12801,3,6958,1726
12802,1,5931,930
12803,1,3884,1352
12804,2,6968,209
12805,3,5318,1436
12806,1,5765,283
12807,4,1350,316
12808,4,8680,353
12809,4,7619,19
12810,3,9019,1174
12811,1,8652,1543
12812,2,2811,1442
12813,3,5059,876
12814,3,2620,1425
12815,2,5339,1173
12816,2,8214,1925
12817,1,8050,209
12818,4,114,1346
12819,1,6485,192
12820,4,6992,420
12821,2,2140,812
12822,3,986,267
12823,2,2653,532
12824,2,228,872
12825,4,8088,866
12826,2,6640,736
12827,2,7387,397
12828,4,748,733
12829,4,4413,1976
12830,2,2117,402
12831,2,3345,1486
12832,3,689,974
12833,3,207,1732
12834,4,6782,906
12835,1,319,1423
12836,2,3820,115
12837,3,8572,1172
12838,4,3844,395
12839,1,8144,1139
12840,3,2311,1040
12841,2,1289,1018
12842,2,8579,1367
12843,3,8143,1813
12844,4,8934,941
12845,4,3697,727
12846,1,4467,1530
12847,1,9490,1608
12848,3,440,1951
12849,4,4607,1964
12850,3,6017,760
12851,4,5669,387
12852,4,5462,1599
12853,3,2400,1423
12854,2,1502,1405
12855,2,1979,1484
12856,2,8565,703
12857,4,8325,1169
12858,2,3930,414
12859,1,8992,801
12860,3,7778,1751
12861,4,9719,1829
12862,3,1944,594
12863,1,4391,318
12864,3,4119,1096
12865,3,8075,1956
12866,4,7541,1913
12867,1,8337,395
12868,4,4470,165
12869,4,4301,307
12870,2,7330,1903
12871,3,3425,114
12872,4,8374,68
12873,2,2015,305
12874,3,6155,1358
12875,1,9480,1557
12876,3,6700,1843
12877,3,1568,1492
12878,4,383,384
12879,4,744,904
12880,1,4744,1183
12881,1,2142,1289
12882,3,8047,982
12883,3,5969,146
12884,1,9293,1192
12885,1,5504,189
12886,4,3021,397
12887,2,4601,1066
12888,3,3744,1785
12889,3,598,1058
12890,1,3361,503
12891,4,291,122
12892,1,5542,410
12893,4,463,685
12894,1,320,1796
12895,1,7158,1588
12896,4,9880,585
12897,4,3723,1501
12898,4,3874,1811
12899,1,2375,1639
12900,1,7543,757
12901,3,1730,1058
12902,1,194,1621
12903,1,7456,1967
12904,1,4200,1714
12905,3,1411,1480
12906,3,4242,735
12907,4,3157,1262
12908,4,7179,225
12909,1,782,1906
12910,3,5163,1537
12911,4,8759,826
12912,1,8134,695
12913,2,5629,987
12914,2,7055,1482
12915,4,6550,271
12916,3,1043,1665
12917,2,6820,956
12918,2,9286,609
12919,2,7765,1330
12920,4,3959,685
12921,1,6789,717
12922,3,9978,152
12923,4,1271,1307
12924,3,4366,1805
12925,2,7688,1815
12926,4,1319,924
12927,1,291,1644
12928,2,328,1755
12929,1,8244,1053
12930,4,4625,329
12931,1,6644,381
12932,3,8507,393
12933,2,4145,898
12934,4,962,1936
12935,2,6863,523
12936,1,2134,1708
12937,2,7164,796
12938,3,8113,1325
12939,1,3219,1389
12940,1,9732,747
12941,4,9596,1593
12942,1,5224,274
12943,4,1778,1469
12944,1,8754,412
12945,2,3438,459
12946,2,3965,1039
12947,1,5817,1363
12948,3,1141,227
12949,1,7765,1492
12950,2,8204,954
12951,3,3355,1835
12952,1,5505,985
12953,3,9695,1652
12954,4,5269,257
12955,2,4763,1815
12956,1,1183,42
12957,2,4005,122
12958,4,3484,206
12959,1,1857,92
12960,3,8685,778
12961,3,7132,1017
12962,3,105,1839
12963,1,9165,1275
12964,3,7896,246
12965,2,4957,1136
12966,4,4208,1099
12967,4,4677,1450
12968,2,7408,528
12969,4,1558,435
12970,1,2432,1609
12971,2,3164,1558
12972,4,3659,1458
12973,2,6918,592
12974,1,3560,412
12975,2,5480,476
12976,3,4053,456
12977,4,1230,690
12978,1,1274,439
12979,4,5415,954
12980,3,9234,1045
12981,4,6200,1191
12982,3,7577,1384
12983,2,4357,848
12984,2,333,1868
12985,3,786,16
12986,2,7706,950
12987,2,4155,683
12988,2,8438,1321
12989,4,6003,1637
12990,2,7696,282
12991,2,5774,1419
12992,2,5692,1816
12993,4,2129,37
12994,2,5077,1871
12995,4,7135,155
12996,4,8440,992
12997,3,2719,871
12998,4,3719,190
12999,1,418,1340
13000,3,9887,519
13001,4,1105,1111
13002,1,1429,882
13003,2,390,1376
13004,4,3391,987
13005,3,8024,1547
13006,2,3122,1505
13007,3,5408,1075
13008,2,9316,500
13009,1,9084,828
13010,3,588,1297
13011,2,8797,571
13012,3,3552,1995
13013,4,8787,1055
13014,1,5688,1718
13015,4,8780,73
13016,1,8634,1053
13017,4,4603,1956
13018,2,2931,1028
13019,2,2347,1316
13020,1,2860,1702
13021,1,653,823
13022,1,1181,1966
13023,4,152,1169
13024,3,5077,207
13025,4,6641,1164
13026,1,2302,753
13027,1,779,908
13028,3,5970,1478
13029,2,2981,11
13030,2,2291,469
13031,2,1134,509
13032,4,5262,1872
13033,2,8348,1116
13034,2,5658,1649
13035,2,7315,1764
13036,3,9792,1483
13037,4,8028,1496
13038,2,8120,1170
13039,3,1066,575
13040,1,7248,1363
13041,4,1809,1281
13042,2,3482,430
13043,3,7831,827
13044,1,5267,423
13045,1,8936,891
13046,3,4538,624
13047,2,3739,843
13048,3,4364,389
13049,3,9036,711
13050,4,8297,1948
13051,2,3144,1502
13052,2,1354,1796
13053,2,8087,728
13054,3,4428,657
13055,3,319,1963
13056,4,2246,1374
13057,3,7421,539
13058,1,3924,837
13059,3,1942,991
13060,2,7104,1755
13061,4,1342,1889
13062,4,4449,749
13063,3,9463,1223
13064,4,2533,1755
13065,2,4344,1104
13066,3,5673,1640
13067,1,1728,230
13068,2,555,822
13069,4,7330,1328
13070,4,914,1271
13071,1,1519,1648
13072,2,2138,792
13073,3,6152,1976
13074,2,9117,952
13075,1,6042,1517
13076,1,8817,1427
13077,3,4982,1943
13078,2,5210,1969
13079,2,2721,667
13080,1,3688,379
13081,2,1674,1296
13082,1,8728,541
13083,2,800,1956
