customer_id,gender,age,customer_segment
11679,M,46,Enterprise
11680,M,65,Youth
11681,F,40,Premium
11682,F,36,Premium
11683,M,59,Enterprise
11684,M,25,Family
11685,M,42,Enterprise
11686,M,20,Premium
11687,F,28,Premium
11688,M,41,Enterprise
11689,M,58,Youth
11690,M,42,Enterprise
11691,M,70,Youth
11692,F,38,Enterprise
11693,F,21,Family
11694,F,38,Premium
11695,F,66,Enterprise
11696,M,21,Enterprise
11697,F,33,Enterprise
11698,F,25,Enterprise
11699,M,61,Family
11700,M,48,Enterprise
11701,F,23,Premium
11702,M,61,Youth
11703,F,62,Enterprise
11704,M,29,Youth
11705,F,26,Youth
11706,M,55,Youth
11707,M,55,Premium
11708,F,48,Enterprise
11709,M,23,Family
11710,M,41,Premium
11711,F,45,Youth
11712,F,51,Enterprise
11713,M,50,Youth
11714,F,65,Family
11715,M,35,Premium
11716,M,21,Youth
11717,M,42,Premium
11718,M,67,Youth
11719,M,53,Youth
11720,F,41,Youth
11721,M,21,Family
11722,M,28,Premium
11723,M,62,Youth
11724,F,66,Youth
11725,M,34,Enterprise
11726,F,18,Family
11727,F,40,Youth
11728,F,55,Family
11729,M,42,Premium
11730,F,64,Premium
11731,M,36,Youth
11732,M,24,Youth
11733,M,18,Enterprise
11734,F,22,Family
11735,M,61,Enterprise
11736,M,32,Youth
11737,F,42,Youth
11738,F,20,Youth
11739,M,49,Family
11740,M,49,Premium
11741,F,40,Family
11742,M,31,Family
11743,F,32,Premium
11744,M,43,Family
11745,F,25,Family
11746,M,33,Premium
11747,F,33,Premium
11748,F,53,Youth
11749,F,33,Premium
11750,M,24,Premium
11751,F,68,Premium
11752,F,65,Enterprise
11753,M,24,Premium
11754,M,54,Youth
11755,M,63,Family
11756,F,68,Family
11757,F,47,Enterprise
11758,F,68,Enterprise
11759,M,69,Family
11760,M,24,Enterprise
11761,F,25,Family
11762,M,40,Youth
11763,M,61,Enterprise
11764,F,32,Premium
11765,F,68,Premium
11766,M,35,Family
11767,F,58,Premium
11768,F,32,Youth
11769,F,20,Enterprise
11770,F,61,Enterprise
11771,F,58,Family
11772,M,43,Youth
11773,F,39,Enterprise
11774,F,42,Family
11775,F,45,Premium
11776,M,31,Family
11777,F,34,Youth
11778,F,37,Enterprise
11779,M,54,Youth
11780,M,66,Enterprise
11781,F,67,Enterprise
11782,F,22,Enterprise
11783,F,50,Premium
11784,M,34,Family
11785,M,59,Enterprise
11786,F,35,Youth
11787,F,51,Youth
11788,F,48,Enterprise
11789,M,56,Family
11790,F,32,Premium
11791,F,42,Youth
11792,M,60,Family
11793,M,33,Enterprise
11794,M,23,Enterprise
11795,M,65,Enterprise
11796,F,63,Enterprise
11797,M,28,Premium
11798,M,61,Family
11799,M,34,Premium
11800,F,39,Youth
11801,F,45,Youth
11802,M,34,Premium
11803,M,23,Premium
11804,M,61,Enterprise
11805,M,47,Enterprise
11806,M,38,Family
11807,F,34,Youth
11808,M,44,Youth
11809,M,59,Family
11810,F,38,Premium
11811,M,63,Family
11812,M,44,Family
11813,F,29,Premium
11814,M,67,Youth
11815,F,42,Premium
11816,F,22,Enterprise
11817,F,23,Family
11818,F,25,Premium
11819,M,45,Premium
11820,F,49,Youth
11821,M,60,Youth
11822,F,59,Premium
11823,M,68,Youth
11824,F,49,Enterprise
11825,F,50,Family
11826,F,37,Youth
11827,F,22,Premium
11828,M,35,Youth
11829,F,67,Family
11830,M,25,Premium
11831,F,27,Family
11832,M,24,Youth
11833,F,63,Enterprise
11834,M,43,Family
11835,M,42,Youth
11836,F,55,Youth
11837,M,30,Family
11838,M,35,Family
11839,M,61,Premium
11840,M,70,Enterprise
11841,M,55,Premium
11842,M,27,Premium
11843,F,29,Premium
11844,M,38,Enterprise
11845,M,58,Enterprise
11846,M,44,Youth
11847,M,61,Youth
11848,F,68,Enterprise
11849,F,29,Family
11850,M,19,Premium
11851,M,40,Premium
11852,F,51,Family
11853,F,67,Enterprise
11854,M,24,Enterprise
11855,M,60,Enterprise
11856,M,46,Youth
11857,F,55,Youth
11858,M,43,Youth
11859,M,54,Premium
11860,M,56,Youth
11861,M,69,Youth
11862,F,26,Enterprise
11863,M,51,Family
11864,M,70,Youth
11865,M,57,Enterprise
11866,F,60,Youth
11867,F,40,Youth
11868,M,45,Enterprise
11869,F,40,Premium
11870,F,25,Premium
11871,M,57,Youth
11872,M,54,Youth
11873,F,67,Family
11874,M,54,Enterprise
11875,M,22,Premium
11876,F,43,Youth
11877,M,31,Premium
11878,F,18,Enterprise
11879,M,57,Premium
11880,M,55,Premium
11881,F,39,Youth
11882,M,28,Family
11883,F,57,Family
11884,M,29,Youth
11885,M,37,Enterprise
11886,M,35,Family
11887,F,58,Family
11888,F,27,Family
11889,M,19,Youth
11890,M,27,Premium
11891,F,47,Family
11892,F,22,Youth
11893,F,58,Premium
11894,F,52,Enterprise
11895,M,18,Premium
11896,M,30,Family
11897,F,67,Family
11898,F,37,Youth
11899,M,38,Premium
11900,F,55,Youth
11901,F,38,Youth
11902,F,39,Enterprise
11903,F,22,Enterprise
11904,M,42,Family
11905,F,52,Family
11906,M,26,Premium
11907,M,52,Youth
11908,F,41,Youth
11909,F,42,Enterprise
11910,M,34,Youth
11911,M,51,Youth
11912,M,66,Premium
11913,M,21,Family
11914,M,23,Youth
11915,F,22,Premium
11916,F,36,Youth
11917,F,55,Youth
11918,F,32,Premium
11919,F,67,Youth
11920,F,66,Enterprise
11921,M,31,Premium
11922,M,68,Family
11923,F,36,Premium
11924,M,61,Enterprise
11925,F,31,Family
11926,M,62,Premium
11927,M,48,Premium
11928,M,63,Premium
11929,M,23,Premium
11930,F,61,Family
11931,M,53,Enterprise
11932,F,64,Family
11933,M,28,Youth
11934,M,38,Youth
11935,F,27,Youth
11936,M,42,Family
11937,M,53,Enterprise
11938,F,64,Enterprise
11939,F,26,Enterprise
11940,F,31,Family
11941,F,35,Enterprise
11942,F,58,Family
11943,M,29,Youth
11944,M,40,Premium
11945,M,46,Family
11946,M,30,Enterprise
11947,F,39,Premium
11948,F,66,Premium
11949,F,34,Family
11950,F,64,Family
11951,F,51,Family
11952,M,38,Family
11953,F,20,Family
11954,M,48,Family
11955,F,39,Premium
11956,F,62,Youth
11957,F,54,Family
11958,F,41,Premium
11959,M,49,Premium
11960,M,68,Enterprise
11961,M,22,Enterprise
11962,M,30,Youth
11963,M,50,Youth
11964,F,51,Enterprise
11965,M,50,Enterprise
11966,F,32,Premium
11967,M,52,Family
11968,F,65,Enterprise
11969,M,37,Premium
11970,M,50,Family
11971,F,22,Youth
11972,F,29,Youth
11973,M,63,Premium
11974,F,41,Youth
11975,F,42,Premium
11976,F,38,Premium
11977,F,60,Enterprise
11978,F,67,Family
11979,M,43,Premium
11980,M,53,Enterprise
11981,F,62,Premium
11982,M,54,Premium
11983,M,56,Enterprise
11984,M,46,Family
11985,M,49,Enterprise
11986,F,33,Premium
11987,F,39,Enterprise
11988,F,21,Family
11989,F,42,Premium
11990,F,69,Enterprise
11991,M,37,Youth
11992,M,46,Family
11993,M,67,Youth
11994,M,66,Youth
11995,M,46,Enterprise
11996,F,55,Family
11997,M,21,Enterprise
11998,F,63,Youth
11999,F,38,Youth
12000,F,51,Premium
12001,F,21,Family
12002,F,22,Enterprise
12003,M,41,Family
12004,F,64,Enterprise
12005,F,26,Premium
12006,F,38,Enterprise
12007,F,61,Youth
12008,M,20,Youth
12009,F,37,Family
12010,M,29,Youth
12011,F,29,Premium
12012,F,68,Premium
12013,F,63,Enterprise
12014,M,54,Family
12015,M,53,Premium
12016,M,41,Premium
12017,F,42,Youth
12018,M,51,Family
12019,F,23,Premium
12020,F,68,Youth
12021,M,51,Premium
12022,M,64,Enterprise
12023,F,56,Youth
12024,F,51,Premium
12025,F,37,Enterprise
12026,F,69,Family
12027,M,33,Enterprise
12028,M,38,Family
12029,M,68,Youth
12030,M,32,Enterprise
12031,F,28,Premium
12032,F,29,Youth
12033,M,41,Enterprise
12034,M,38,Enterprise
12035,M,41,Premium
12036,M,66,Family
12037,M,57,Premium
12038,F,58,Premium
12039,M,55,Family
12040,M,22,Family
12041,F,56,Enterprise
12042,F,52,Family
12043,M,21,Youth
12044,F,62,Enterprise
12045,F,31,Enterprise
12046,F,55,Premium
12047,M,40,Family
12048,M,59,Youth
12049,F,70,Enterprise
12050,F,64,Premium
12051,F,55,Premium
12052,M,52,Youth
12053,M,47,Premium
12054,F,62,Enterprise
12055,M,30,Enterprise
12056,M,48,Family
12057,F,43,Youth
12058,F,30,Premium
12059,F,42,Premium
12060,F,46,Family
12061,M,62,Family
12062,F,62,Enterprise
12063,F,51,Family
12064,F,61,Youth
12065,F,54,Enterprise
12066,F,30,Enterprise
12067,F,54,Youth
12068,F,18,Enterprise
12069,F,67,Youth
12070,F,24,Enterprise
12071,F,55,Family
12072,M,62,Youth
12073,M,67,Premium
12074,F,56,Youth
12075,M,58,Premium
12076,F,61,Youth
12077,F,25,Premium
12078,M,18,Youth
12079,M,55,Family
12080,M,40,Enterprise
12081,M,51,Premium
12082,F,18,Premium
12083,M,22,Enterprise
12084,M,40,Enterprise
12085,F,20,Family
12086,M,63,Family
12087,F,54,Enterprise
12088,M,39,Enterprise
12089,F,55,Family
12090,F,42,Family
12091,M,49,Premium
12092,F,29,Youth
12093,M,63,Youth
12094,F,45,Enterprise
12095,M,28,Enterprise
12096,F,64,Youth
12097,M,65,Premium
12098,M,36,Youth
12099,M,51,Premium
12100,F,43,Youth
12101,M,37,Family
12102,F,46,Family
12103,F,38,Youth
12104,M,69,Enterprise
12105,F,39,Family
12106,M,33,Youth
12107,M,26,Enterprise
12108,M,26,Family
12109,F,60,Enterprise
12110,F,54,Family
12111,M,68,Enterprise
12112,F,59,Enterprise
12113,M,39,Family
12114,F,22,Enterprise
12115,M,23,Family
12116,M,21,Premium
12117,M,67,Family
12118,M,30,Enterprise
12119,M,63,Enterprise
12120,M,41,Premium
12121,F,26,Family
12122,M,30,Premium
12123,F,23,Enterprise
12124,M,57,Family
12125,M,37,Family
12126,F,52,Youth
12127,F,67,Youth
12128,F,43,Family
12129,M,29,Youth
12130,F,61,Youth
12131,F,60,Family
12132,M,63,Premium
12133,F,31,Premium
12134,F,46,Family
12135,M,69,Youth
12136,F,68,Youth
12137,M,26,Enterprise
12138,M,21,Youth
12139,M,36,Youth
12140,F,64,Enterprise
12141,F,30,Premium
12142,F,41,Enterprise
12143,M,49,Premium
12144,F,58,Youth
12145,M,64,Youth
12146,M,35,Youth
12147,F,59,Youth
12148,M,27,Youth
12149,F,28,Family
12150,M,19,Enterprise
12151,F,53,Family
12152,M,50,Enterprise
12153,M,36,Enterprise
12154,F,61,Youth
12155,F,44,Enterprise
12156,F,59,Family
12157,F,42,Enterprise
12158,F,33,Enterprise
12159,M,56,Youth
12160,M,69,Enterprise
12161,F,42,Family
12162,M,58,Youth
12163,F,30,Premium
12164,M,21,Family
12165,F,64,Premium
12166,M,44,Youth
12167,M,29,Enterprise
12168,M,36,Youth
12169,F,42,Enterprise
12170,F,35,Family
12171,F,37,Family
12172,F,32,Youth
12173,F,47,Family
12174,M,60,Family
12175,F,62,Youth
12176,F,21,Enterprise
12177,M,47,Premium
12178,M,31,Youth
12179,F,51,Premium
12180,F,25,Youth
12181,M,67,Enterprise
12182,F,70,Family
12183,M,44,Youth
12184,M,58,Enterprise
12185,M,62,Premium
12186,M,21,Youth
12187,M,42,Family
12188,M,70,Enterprise
12189,F,19,Enterprise
12190,M,24,Family
12191,M,45,Premium
12192,M,20,Enterprise
12193,F,23,Family
12194,F,66,Family
12195,F,47,Youth
12196,F,50,Youth
12197,F,34,Premium
12198,M,43,Premium
12199,M,38,Premium
12200,F,19,Youth
12201,M,46,Family
12202,F,47,Youth
12203,M,29,Youth
12204,F,54,Enterprise
12205,M,20,Youth
12206,M,58,Premium
12207,M,38,Enterprise
12208,F,20,Enterprise
12209,F,51,Youth
12210,F,66,Premium
12211,M,35,Enterprise
12212,F,33,Premium
12213,F,18,Enterprise
12214,F,40,Premium
12215,M,18,Premium
12216,F,27,Premium
12217,F,47,Family
12218,M,52,Premium
12219,F,41,Youth
12220,M,38,Premium
12221,M,35,Premium
12222,F,18,Premium
12223,M,23,Enterprise
12224,M,63,Premium
12225,F,31,Enterprise
12226,F,58,Family
12227,F,25,Family
12228,M,53,Family
12229,M,33,Family
12230,F,21,Enterprise
12231,M,55,Youth
12232,F,54,Premium
12233,F,62,Premium
12234,M,22,Enterprise
12235,F,31,Premium
12236,F,32,Enterprise
12237,F,70,Youth
12238,F,65,Premium
12239,M,37,Premium
12240,F,40,Youth
12241,M,21,Enterprise
12242,F,35,Premium
12243,M,23,Enterprise
12244,M,68,Premium
12245,F,63,Youth
12246,M,23,Enterprise
12247,M,51,Family
12248,M,64,Family
12249,F,43,Premium
12250,F,43,Family
12251,F,49,Premium
12252,M,44,Premium
12253,F,56,Enterprise
12254,M,20,Family
12255,M,38,Family
12256,F,49,Premium
12257,M,44,Family
12258,M,25,Family
12259,M,38,Premium
12260,F,45,Youth
12261,M,44,Family
12262,M,50,Youth
12263,M,32,Premium
12264,M,24,Family
12265,F,42,Youth
12266,F,42,Premium
12267,M,42,Family
12268,F,31,Enterprise
12269,M,46,Youth
12270,M,54,Family
12271,F,60,Enterprise
12272,F,29,Family
12273,M,22,Premium
12274,F,61,Enterprise
12275,M,43,Premium
12276,F,27,Family
12277,F,67,Youth
12278,F,38,Youth
12279,M,39,Youth
12280,M,51,Family
12281,M,62,Youth
12282,M,24,Youth
12283,F,65,Youth
12284,F,53,Family
12285,M,48,Youth
12286,F,37,Enterprise
12287,F,39,Family
12288,M,18,Youth
12289,M,28,Youth
12290,F,25,Enterprise
12291,F,58,Premium
12292,F,33,Premium
12293,M,56,Premium
12294,M,19,Family
12295,M,68,Premium
12296,M,38,Family
12297,M,43,Enterprise
12298,M,55,Family
12299,M,55,Youth
12300,F,61,Premium
12301,M,48,Premium
12302,M,44,Youth
12303,F,32,Youth
12304,M,41,Enterprise
12305,M,26,Family
12306,M,57,Premium
12307,M,57,Family
12308,M,52,Family
12309,M,40,Youth
12310,M,22,Family
12311,M,65,Enterprise
12312,M,53,Family
12313,F,46,Enterprise
12314,F,41,Enterprise
12315,F,51,Family
12316,F,64,Youth
12317,M,42,Family
12318,M,30,Premium
12319,M,25,Youth
12320,F,36,Youth
12321,F,54,Premium
12322,M,44,Family
12323,M,44,Family
12324,M,36,Enterprise
12325,F,33,Family
12326,F,53,Premium
12327,M,26,Youth
12328,F,58,Youth
12329,M,25,Family
12330,F,33,Youth
12331,M,34,Enterprise
12332,F,67,Enterprise
12333,F,69,Family
12334,F,55,Youth
12335,M,47,Youth
12336,M,30,Premium
12337,M,36,Enterprise
12338,F,47,Family
12339,M,67,Premium
12340,F,28,Youth
12341,F,50,Premium
12342,M,43,Youth
12343,F,25,Premium
12344,F,57,Premium
12345,M,29,Youth
12346,M,35,Youth
12347,F,38,Enterprise
12348,F,66,Premium
12349,M,44,Family
12350,M,27,Family
12351,M,50,Premium
12352,F,68,Youth
12353,F,59,Youth
12354,F,53,Premium
12355,M,62,Youth
12356,F,42,Family
12357,M,68,Enterprise
12358,M,34,Premium
12359,M,35,Youth
12360,M,62,Family
12361,F,55,Enterprise
12362,F,58,Youth
12363,F,65,Enterprise
12364,F,32,Family
12365,M,54,Youth
12366,M,36,Family
12367,M,62,Premium
12368,F,18,Premium
12369,M,57,Family
12370,F,22,Premium
12371,F,55,Family
12372,M,19,Enterprise
12373,M,32,Youth
12374,F,46,Family
12375,M,21,Youth
12376,F,37,Premium
12377,M,64,Youth
12378,M,24,Enterprise
12379,F,57,Family
12380,F,24,Enterprise
12381,F,63,Family
12382,M,25,Family
12383,F,55,Youth
12384,F,44,Family
12385,F,32,Premium
12386,F,39,Youth
12387,M,62,Youth
12388,M,24,Premium
12389,F,34,Premium
12390,F,68,Youth
12391,M,58,Youth
12392,M,48,Enterprise
12393,M,20,Family
12394,F,19,Premium
12395,M,55,Youth
12396,F,24,Youth
12397,F,43,Youth
12398,F,30,Enterprise
12399,M,58,Premium
12400,F,34,Family
12401,F,49,Family
12402,F,26,Premium
12403,F,61,Family
12404,M,67,Youth
12405,M,23,Premium
12406,M,37,Youth
12407,F,48,Youth
12408,F,26,Family
12409,F,58,Family
12410,F,49,Enterprise
12411,F,53,Premium
12412,M,55,Family
12413,F,19,Youth
12414,M,31,Premium
12415,F,40,Youth
12416,F,26,Family
12417,M,20,Youth
12418,M,25,Premium
12419,F,18,Family
12420,M,27,Enterprise
12421,F,31,Family
12422,F,21,Youth
12423,F,20,Premium
12424,F,26,Youth
12425,F,30,Premium
12426,F,49,Family
12427,F,65,Youth
12428,F,43,Premium
12429,M,21,Premium
12430,M,36,Youth
12431,F,22,Premium
12432,M,64,Youth
12433,F,70,Family
12434,M,57,Family
12435,F,24,Family
12436,F,40,Premium
12437,F,37,Youth
12438,F,45,Enterprise
12439,F,51,Premium
12440,M,69,Enterprise
12441,F,55,Youth
12442,M,58,Premium
12443,M,44,Enterprise
12444,M,52,Youth
12445,F,18,Premium
12446,F,24,Premium
12447,F,19,Premium
12448,F,57,Premium
12449,M,44,Youth
12450,M,37,Premium
12451,M,28,Premium
12452,F,39,Premium
12453,F,66,Enterprise
12454,M,64,Enterprise
12455,M,48,Youth
12456,M,39,Premium
12457,F,26,Premium
12458,M,23,Enterprise
12459,M,60,Youth
12460,M,29,Premium
12461,M,46,Youth
12462,M,36,Youth
12463,F,69,Family
12464,M,48,Enterprise
12465,M,67,Youth
12466,M,55,Enterprise
12467,M,31,Enterprise
12468,M,23,Family
12469,M,51,Family
12470,M,51,Family
12471,F,37,Family
12472,F,37,Enterprise
12473,F,37,Enterprise
12474,F,68,Premium
12475,F,28,Enterprise
12476,F,18,Enterprise
12477,M,68,Family
12478,M,70,Enterprise
12479,M,26,Enterprise
12480,M,65,Youth
12481,F,32,Premium
12482,F,44,Enterprise
12483,M,70,Family
12484,F,45,Youth
12485,M,65,Youth
12486,M,40,Premium
12487,F,62,Enterprise
12488,F,28,Enterprise
12489,F,53,Youth
12490,F,24,Youth
12491,M,48,Youth
12492,F,32,Youth
12493,M,48,Enterprise
12494,F,67,Enterprise
12495,F,64,Enterprise
12496,F,58,Enterprise
12497,M,19,Enterprise
12498,F,46,Family
12499,F,59,Premium
12500,M,63,Premium
12501,F,56,Youth
12502,F,26,Enterprise
12503,F,35,Youth
12504,F,31,Family
12505,M,66,Enterprise
12506,F,64,Enterprise
12507,F,59,Youth
12508,M,46,Premium
12509,F,36,Youth
12510,M,48,Family
12511,F,22,Enterprise
12512,F,55,Enterprise
12513,M,51,Family
12514,M,62,Enterprise
12515,M,38,Youth
12516,F,35,Premium
12517,M,63,Enterprise
12518,F,30,Family
12519,F,26,Youth
12520,M,53,Premium
12521,F,38,Family
12522,F,61,Enterprise
12523,F,45,Premium
12524,F,70,Enterprise
12525,F,26,Youth
12526,F,68,Youth
12527,F,58,Family
12528,F,36,Youth
12529,M,49,Premium
12530,M,22,Enterprise
12531,M,25,Enterprise
12532,F,36,Premium
12533,M,20,Enterprise
12534,F,56,Youth
12535,M,46,Premium
12536,F,28,Enterprise
12537,F,41,Premium
12538,M,36,Enterprise
12539,F,67,Youth
12540,M,50,Youth
12541,M,35,Enterprise
12542,M,30,Youth
12543,M,41,Premium
12544,M,61,Family
12545,F,48,Enterprise
12546,M,63,Youth
12547,M,52,Premium
12548,F,23,Enterprise
12549,M,35,Enterprise
12550,F,48,Family
12551,F,35,Family
12552,M,46,Enterprise
12553,M,29,Enterprise
12554,F,66,Premium
12555,F,58,Family
12556,M,37,Youth
12557,M,53,Youth
12558,M,54,Family
12559,M,59,Premium
12560,M,63,Enterprise
12561,F,42,Youth
12562,F,37,Premium
12563,M,29,Premium
12564,M,51,Enterprise
12565,F,33,Youth
12566,F,26,Youth
12567,M,20,Premium
12568,M,70,Enterprise
12569,F,19,Family
12570,F,46,Enterprise
12571,F,49,Enterprise
12572,M,36,Family
12573,M,37,Premium
12574,M,19,Family
12575,M,20,Family
12576,M,52,Enterprise
12577,M,45,Family
12578,F,39,Family
12579,M,36,Family
12580,M,34,Family
12581,F,30,Youth
12582,M,68,Premium
12583,M,65,Premium
12584,F,62,Family
12585,F,45,Family
12586,M,67,Premium
12587,F,48,Premium
12588,M,33,Youth
12589,M,49,Enterprise
12590,F,57,Family
12591,M,49,Family
12592,M,24,Family
12593,M,49,Enterprise
12594,F,56,Enterprise
12595,F,22,Family
12596,M,20,Family
12597,F,33,Youth
12598,M,50,Premium
12599,F,55,Youth
12600,F,43,Premium
12601,F,43,Premium
12602,M,18,Enterprise
12603,F,20,Youth
12604,F,18,Enterprise
12605,M,69,Premium
12606,M,69,Youth
12607,F,63,Enterprise
12608,F,18,Family
12609,F,48,Family
12610,M,24,Premium
12611,F,27,Premium
12612,F,55,Enterprise
12613,M,53,Premium
12614,F,31,Youth
12615,F,20,Enterprise
12616,F,54,Youth
12617,F,19,Premium
12618,M,38,Youth
12619,M,70,Youth
12620,M,49,Premium
12621,F,56,Family
12622,M,46,Premium
12623,M,70,Enterprise
12624,F,29,Premium
12625,M,39,Premium
12626,F,19,Family
12627,F,57,Enterprise
12628,F,48,Premium
12629,F,37,Family
12630,F,49,Premium
12631,F,43,Youth
12632,M,26,Youth
12633,M,29,Youth
12634,F,47,Youth
12635,M,28,Enterprise
12636,M,47,Youth
12637,M,28,Youth
12638,F,67,Enterprise
12639,M,47,Youth
12640,F,60,Enterprise
12641,F,22,Family
12642,F,45,Family
12643,F,25,Premium
12644,M,47,Enterprise
12645,F,66,Family
12646,F,65,Family
12647,F,43,Enterprise
12648,M,56,Youth
12649,M,27,Youth
12650,M,66,Premium
12651,M,59,Family
12652,F,66,Premium
12653,F,54,Youth
12654,M,51,Youth
12655,F,46,Enterprise
12656,M,33,Family
12657,F,29,Youth
12658,M,45,Family
12659,F,21,Family
12660,F,51,Youth
12661,M,51,Premium
12662,F,50,Youth
12663,M,63,Enterprise
12664,F,45,Enterprise
12665,M,40,Youth
12666,M,59,Youth
12667,F,61,Premium
12668,F,65,Youth
12669,M,37,Enterprise
12670,F,49,Youth
12671,F,55,Premium
12672,F,58,Premium
12673,F,39,Premium
12674,F,31,Youth
12675,F,48,Premium
12676,M,58,Youth
12677,M,62,Premium
12678,F,48,Family
12679,M,33,Premium
12680,F,60,Premium
12681,F,24,Youth
12682,F,43,Family
12683,F,50,Family
12684,F,62,Premium
12685,M,47,Enterprise
12686,M,52,Youth
12687,M,58,Youth
12688,M,42,Youth
12689,F,52,Youth
12690,M,36,Youth
12691,F,24,Youth
12692,F,27,Premium
12693,F,42,Enterprise
12694,F,31,Family
12695,M,42,Enterprise
12696,M,28,Premium
12697,M,43,Premium
12698,F,62,Premium
12699,F,59,Premium
12700,F,39,Family
12701,F,66,Enterprise
12702,F,43,Family
12703,M,60,Enterprise
12704,F,69,Enterprise
12705,M,56,Enterprise
12706,F,65,Premium
12707,M,62,Premium
12708,F,44,Youth
12709,F,22,Family
12710,F,53,Youth
12711,M,64,Premium
12712,M,29,Enterprise
12713,M,28,Youth
12714,F,37,Family
12715,F,67,Premium
12716,F,59,Family
12717,M,65,Youth
12718,F,25,Youth
12719,M,22,Premium
12720,F,46,Family
12721,F,59,Youth
12722,M,35,Enterprise
12723,M,60,Family
12724,F,52,Youth
12725,F,28,Youth
12726,F,34,Youth
12727,M,20,Premium
12728,F,30,Youth
12729,M,25,Enterprise
12730,M,32,Enterprise
12731,M,51,Family
12732,F,46,Family
12733,F,21,Youth
12734,F,25,Premium
12735,F,50,Family
12736,M,26,Family
12737,F,26,Enterprise
12738,M,58,Enterprise
12739,M,26,Youth
12740,F,68,Premium
12741,M,28,Enterprise
12742,M,53,Youth
12743,F,58,Youth
12744,F,28,Enterprise
12745,F,63,Family
12746,F,58,Youth
12747,M,70,Premium
12748,F,23,Family
12749,F,50,Youth
12750,M,48,Family
12751,M,29,Family
12752,F,38,Youth
12753,F,56,Enterprise
12754,F,24,Enterprise
12755,M,34,Youth
12756,F,24,Family
12757,F,29,Premium
12758,F,57,Youth
12759,M,49,Youth
12760,F,65,Youth
12761,F,25,Premium
12762,M,34,Premium
12763,F,30,Youth
12764,M,55,Enterprise
12765,M,28,Youth
12766,F,62,Youth
12767,F,29,Youth
12768,M,63,Enterprise
12769,M,25,Youth
12770,M,19,Family
12771,F,31,Family
12772,M,34,Enterprise
12773,M,48,Family
12774,F,68,Premium
12775,M,39,Premium
12776,F,65,Youth
12777,M,30,Youth
12778,F,33,Premium
12779,M,47,Premium
12780,M,19,Youth
12781,F,24,Family
12782,F,69,Youth
12783,F,58,Youth
12784,M,31,Youth
12785,M,21,Enterprise
12786,F,42,Family
12787,F,56,Enterprise
12788,F,69,Youth
12789,M,24,Premium
12790,M,69,Enterprise
12791,M,69,Enterprise
12792,F,63,Enterprise
12793,F,29,Family
12794,F,18,Premium
12795,F,62,Family
12796,M,54,Enterprise
12797,F,34,Youth
12798,F,26,Premium
12799,M,23,Youth
12800,M,44,Premium
12801,F,44,Youth
12802,M,38,Premium
12803,F,33,Premium
12804,M,65,Youth
12805,F,32,Youth
12806,M,37,Premium
12807,M,40,Premium
12808,F,67,Enterprise
12809,M,47,Family
12810,F,64,Enterprise
12811,F,58,Family
12812,M,68,Youth
12813,F,21,Enterprise
12814,F,53,Youth
12815,M,60,Family
12816,F,64,Youth
12817,F,57,Family
12818,F,55,Family
12819,M,68,Youth
12820,M,30,Family
12821,F,61,Enterprise
12822,M,35,Premium
12823,F,56,Enterprise
12824,M,40,Family
12825,F,69,Youth
12826,M,38,Family
12827,M,49,Youth
12828,M,36,Family
12829,F,24,Premium
12830,F,56,Premium
12831,M,56,Family
12832,M,19,Youth
12833,F,35,Family
12834,F,46,Youth
12835,F,58,Enterprise
12836,M,34,Enterprise
12837,F,23,Family
12838,M,59,Enterprise
12839,F,63,Enterprise
12840,M,62,Enterprise
12841,M,47,Youth
12842,M,30,Enterprise
12843,F,44,Family
12844,F,64,Premium
12845,F,57,Family
12846,F,70,Family
12847,F,42,Family
12848,F,64,Enterprise
12849,M,57,Family
12850,M,37,Enterprise
12851,F,34,Premium
12852,F,33,Family
12853,M,32,Family
12854,F,18,Family
12855,F,47,Premium
12856,M,32,Enterprise
12857,F,54,Youth
12858,M,66,Premium
12859,M,67,Premium
12860,M,33,Youth
12861,F,49,Enterprise
12862,M,63,Enterprise
12863,M,54,Family
12864,M,38,Enterprise
12865,F,66,Family
12866,F,62,Youth
12867,M,21,Youth
12868,F,36,Family
12869,F,68,Enterprise
12870,F,67,Enterprise
12871,F,49,Family
12872,M,60,Premium
12873,F,45,Youth
12874,M,20,Youth
12875,F,32,Enterprise
12876,F,27,Enterprise
12877,M,40,Family
12878,F,27,Youth
12879,M,20,Enterprise
12880,F,42,Family
12881,F,18,Premium
12882,M,61,Family
12883,F,70,Family
12884,M,68,Family
12885,F,33,Premium
12886,M,43,Youth
12887,F,60,Youth
12888,M,18,Premium
12889,F,55,Enterprise
12890,M,52,Enterprise
12891,M,19,Youth
12892,F,54,Premium
12893,M,70,Youth
12894,F,65,Youth
12895,M,53,Enterprise
12896,F,67,Family
12897,F,27,Youth
12898,M,48,Enterprise
12899,M,24,Premium
12900,F,61,Youth
12901,F,39,Youth
12902,M,22,Family
12903,F,58,Premium
12904,F,49,Enterprise
12905,M,30,Premium
12906,F,29,Premium
12907,F,60,Youth
12908,M,43,Premium
12909,F,36,Family
12910,F,56,Family
12911,M,24,Enterprise
12912,F,20,Youth
12913,F,41,Enterprise
12914,M,34,Family
12915,F,19,Family
12916,F,48,Youth
12917,F,70,Premium
12918,M,62,Enterprise
12919,F,41,Family
12920,M,49,Family
12921,M,57,Enterprise
12922,M,62,Premium
